Iteration 100: Current Loss = 383669.6958674375, T = 0.1781
Iteration 200: Current Loss = 382371.57100223843, T = 0.1586
Iteration 300: Current Loss = 381998.912341792, T = 0.1491
Iteration 400: Current Loss = 381418.2980832711, T = 0.1430
Iteration 500: Current Loss = 379917.4462958302, T = 0.1386
Iteration 600: Current Loss = 378557.85248382343, T = 0.1352
Iteration 700: Current Loss = 377454.8931279312, T = 0.1324
Iteration 800: Current Loss = 376158.03218342195, T = 0.1301
Iteration 900: Current Loss = 374347.2590220058, T = 0.1281
Iteration 1000: Current Loss = 372884.12808768626, T = 0.1264
Optimization complete. Best Loss: 372884.12808768626 | Best Parameters: [1.90113819e+03 1.90562905e+00 5.00000000e-02]
Iteration 100: Current Loss = 382895.05342533113, T = 0.1781
Iteration 200: Current Loss = 380756.8444127528, T = 0.1586
Iteration 300: Current Loss = 378198.806163515, T = 0.1491
Iteration 400: Current Loss = 375705.3328337783, T = 0.1430
Iteration 500: Current Loss = 373326.1292587556, T = 0.1386
Iteration 600: Current Loss = 370781.79612154054, T = 0.1352
Iteration 700: Current Loss = 368758.06037488556, T = 0.1324
Iteration 800: Current Loss = 368445.3042993741, T = 0.1301
Iteration 900: Current Loss = 368340.4802686282, T = 0.1281
Iteration 1000: Current Loss = 368099.5116384367, T = 0.1264
Optimization complete. Best Loss: 368099.5116384367 | Best Parameters: [1.89014469e+03 1.43718841e-01 3.33135585e+00]
Iteration 100: Current Loss = 382031.9201421747, T = 0.1781
Iteration 200: Current Loss = 379162.5046346445, T = 0.1586
Iteration 300: Current Loss = 375024.0837859525, T = 0.1491
Iteration 400: Current Loss = 373402.06706816214, T = 0.1430
Iteration 500: Current Loss = 373244.41995180486, T = 0.1386
Iteration 600: Current Loss = 372235.55159065494, T = 0.1352
Iteration 700: Current Loss = 370042.15036236565, T = 0.1324
Iteration 800: Current Loss = 367039.071763843, T = 0.1301
Iteration 900: Current Loss = 365216.5445363891, T = 0.1281
Iteration 1000: Current Loss = 363337.2377034718, T = 0.1264
Optimization complete. Best Loss: 363337.2377034718 | Best Parameters: [1.87713177e+03 5.41618282e-01 7.56763001e+00]
Iteration 100: Current Loss = 380198.48384892487, T = 0.1781
Iteration 200: Current Loss = 376291.3655494458, T = 0.1586
Iteration 300: Current Loss = 370515.365029488, T = 0.1491
Iteration 400: Current Loss = 366380.05789875414, T = 0.1430
Iteration 500: Current Loss = 363046.64160517196, T = 0.1386
Iteration 600: Current Loss = 359853.2223319533, T = 0.1352
Iteration 700: Current Loss = 359388.48485659814, T = 0.1324
Iteration 800: Current Loss = 359126.53949850064, T = 0.1301
Iteration 900: Current Loss = 358806.632200973, T = 0.1281
Iteration 1000: Current Loss = 358417.6480420567, T = 0.1264
Optimization complete. Best Loss: 358417.6480420567 | Best Parameters: [1.86619166e+03 2.11739772e-01 4.39417930e+00]
Iteration 100: Current Loss = 380721.8590347869, T = 0.1781
Iteration 200: Current Loss = 375698.4332708218, T = 0.1586
Iteration 300: Current Loss = 369217.57159397413, T = 0.1491
Iteration 400: Current Loss = 365379.39298941696, T = 0.1430
Iteration 500: Current Loss = 358589.6503863406, T = 0.1386
Iteration 600: Current Loss = 358589.6503863406, T = 0.1352
Iteration 700: Current Loss = 357880.7637776944, T = 0.1324
Iteration 800: Current Loss = 357792.7562416417, T = 0.1301
Iteration 900: Current Loss = 357326.9216109188, T = 0.1281
Iteration 1000: Current Loss = 356885.1160206659, T = 0.1264
Optimization complete. Best Loss: 356885.1160206659 | Best Parameters: [1.86157116e+03 3.86442353e-01 7.38014347e+00]
Iteration 100: Current Loss = 381267.42758669535, T = 0.1781
Iteration 200: Current Loss = 380424.5476237978, T = 0.1586
Iteration 300: Current Loss = 378836.10466467927, T = 0.1491
Iteration 400: Current Loss = 376233.0661263951, T = 0.1430
Iteration 500: Current Loss = 373766.86810680106, T = 0.1386
Iteration 600: Current Loss = 370724.5006112527, T = 0.1352
Iteration 700: Current Loss = 367649.1825416046, T = 0.1324
Iteration 800: Current Loss = 363575.2659587605, T = 0.1301
Iteration 900: Current Loss = 361425.55266890395, T = 0.1281
Iteration 1000: Current Loss = 357921.60788002086, T = 0.1264
Optimization complete. Best Loss: 357921.60788002086 | Best Parameters: [1.86420069e+03 9.21984315e-01 1.53700899e+01]
Iteration 100: Current Loss = 381285.31252248446, T = 0.1781
Iteration 200: Current Loss = 378591.8555383843, T = 0.1586
Iteration 300: Current Loss = 375174.3223183345, T = 0.1491
Iteration 400: Current Loss = 372297.59134121455, T = 0.1430
Iteration 500: Current Loss = 368127.74146592116, T = 0.1386
Iteration 600: Current Loss = 365305.9363402518, T = 0.1352
Iteration 700: Current Loss = 362463.89824719867, T = 0.1324
Iteration 800: Current Loss = 360327.32858179184, T = 0.1301
Iteration 900: Current Loss = 357295.38178010046, T = 0.1281
Iteration 1000: Current Loss = 355101.61239111936, T = 0.1264
Optimization complete. Best Loss: 355101.61239111936 | Best Parameters: [1.85761328e+03 5.37467501e-01 1.09187295e+01]
Iteration 100: Current Loss = 379431.101460586, T = 0.1781
Iteration 200: Current Loss = 377637.6601296766, T = 0.1586
Iteration 300: Current Loss = 376871.9311306872, T = 0.1491
Iteration 400: Current Loss = 376167.2037325973, T = 0.1430
Iteration 500: Current Loss = 374993.35885273403, T = 0.1386
Iteration 600: Current Loss = 370657.3019437676, T = 0.1352
Iteration 700: Current Loss = 366043.2195421589, T = 0.1324
Iteration 800: Current Loss = 362504.2048313144, T = 0.1301
Iteration 900: Current Loss = 358640.5447875876, T = 0.1281
Iteration 1000: Current Loss = 355209.4999452828, T = 0.1264
Optimization complete. Best Loss: 355209.4999452828 | Best Parameters: [1.85821666e+03 1.15139004e+00 1.93904639e+01]
Iteration 100: Current Loss = 380487.4320686834, T = 0.1781
Iteration 200: Current Loss = 377474.14822833973, T = 0.1586
Iteration 300: Current Loss = 375577.6723157155, T = 0.1491
Iteration 400: Current Loss = 373170.69472917326, T = 0.1430
Iteration 500: Current Loss = 372454.2203947054, T = 0.1386
Iteration 600: Current Loss = 370251.4490346152, T = 0.1352
Iteration 700: Current Loss = 366039.58750636585, T = 0.1324
Iteration 800: Current Loss = 361778.47002721054, T = 0.1301
Iteration 900: Current Loss = 359718.0216032889, T = 0.1281
Iteration 1000: Current Loss = 355206.5981853195, T = 0.1264
Optimization complete. Best Loss: 355206.5981853195 | Best Parameters: [1.85799380e+03 1.16041383e+00 1.74662435e+01]
Iteration 100: Current Loss = 380268.7997374684, T = 0.1781
Iteration 200: Current Loss = 372411.3800403261, T = 0.1586
Iteration 300: Current Loss = 367953.1124480185, T = 0.1491
Iteration 400: Current Loss = 359911.85887730535, T = 0.1430
Iteration 500: Current Loss = 353701.1817054514, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 377540.67335618276, T = 0.1781
Iteration 200: Current Loss = 375818.2252289786, T = 0.1586
Iteration 300: Current Loss = 373061.5822049177, T = 0.1491
Iteration 400: Current Loss = 370778.5358199144, T = 0.1430
Iteration 500: Current Loss = 365709.3602390823, T = 0.1386
Iteration 600: Current Loss = 361748.33618928544, T = 0.1352
Iteration 700: Current Loss = 357640.65556784614, T = 0.1324
Iteration 800: Current Loss = 353344.77749721095, T = 0.1301
Iteration 900: Current Loss = 352359.89545339474, T = 0.1281
Iteration 1000: Current Loss = 351788.8569264169, T = 0.1264
Optimization complete. Best Loss: 351788.8569264169 | Best Parameters: [1.85002267e+03 8.26805682e-01 1.49909466e+01]
Iteration 100: Current Loss = 377876.82645895076, T = 0.1781
Iteration 200: Current Loss = 370679.24186288257, T = 0.1586
Iteration 300: Current Loss = 363940.9288725324, T = 0.1491
Iteration 400: Current Loss = 359141.3869101296, T = 0.1430
Iteration 500: Current Loss = 357579.2567271974, T = 0.1386
Iteration 600: Current Loss = 355040.0203961186, T = 0.1352
Iteration 700: Current Loss = 352988.91801275185, T = 0.1324
Iteration 800: Current Loss = 352358.26406674203, T = 0.1301
Iteration 900: Current Loss = 351919.73337401025, T = 0.1281
Iteration 1000: Current Loss = 351828.52260362636, T = 0.1264
Optimization complete. Best Loss: 351828.52260362636 | Best Parameters: [1.85000000e+03 7.55323908e-01 1.43754394e+01]
Iteration 100: Current Loss = 377146.20714643435, T = 0.1781
Iteration 200: Current Loss = 376742.97631251405, T = 0.1586
Iteration 300: Current Loss = 376490.2199309448, T = 0.1491
Iteration 400: Current Loss = 372551.51196397346, T = 0.1430
Iteration 500: Current Loss = 368333.69414947426, T = 0.1386
Iteration 600: Current Loss = 363365.8833008043, T = 0.1352
Iteration 700: Current Loss = 361748.3332126823, T = 0.1324
Iteration 800: Current Loss = 355840.11396606144, T = 0.1301
Iteration 900: Current Loss = 353533.4712098358, T = 0.1281
Iteration 1000: Current Loss = 352546.78359338973, T = 0.1264
Optimization complete. Best Loss: 352546.78359338973 | Best Parameters: [1.85122398e+03 5.91196629e-01 1.14502865e+01]
Iteration 100: Current Loss = 377640.41097079753, T = 0.1781
Iteration 200: Current Loss = 371807.9648793393, T = 0.1586
Iteration 300: Current Loss = 364886.837107986, T = 0.1491
Iteration 400: Current Loss = 360452.45210630796, T = 0.1430
Iteration 500: Current Loss = 354984.82724882406, T = 0.1386
Iteration 600: Current Loss = 351743.5255933603, T = 0.1352
Iteration 700: Current Loss = 351572.0627132038, T = 0.1324
Iteration 800: Current Loss = 351569.07534379716, T = 0.1301
Iteration 900: Current Loss = 351568.39298646495, T = 0.1281
Iteration 1000: Current Loss = 351568.39298646495, T = 0.1264
Optimization complete. Best Loss: 351568.39298646495 | Best Parameters: [1.8500000e+03 1.1240591e+00 2.0000000e+01]
Iteration 100: Current Loss = 378005.9540763089, T = 0.1781
Iteration 200: Current Loss = 370595.92796525743, T = 0.1586
Iteration 300: Current Loss = 363536.3212489417, T = 0.1491
Iteration 400: Current Loss = 358974.12893068313, T = 0.1430
Iteration 500: Current Loss = 358506.97908425506, T = 0.1386
Iteration 600: Current Loss = 358506.97908425506, T = 0.1352
Iteration 700: Current Loss = 357945.07344906405, T = 0.1324
