Iteration 100: Current Loss = 354145.1787122451, T = 0.1781
Iteration 200: Current Loss = 353701.22641782445, T = 0.1586
Iteration 300: Current Loss = 353701.1729487293, T = 0.1491
Iteration 400: Current Loss = 353701.1729487293, T = 0.1430
Iteration 500: Current Loss = 353701.1729487293, T = 0.1386
Iteration 600: Current Loss = 353701.12720664474, T = 0.1352
Iteration 700: Current Loss = 353701.12720664474, T = 0.1324
Iteration 800: Current Loss = 353701.12720664474, T = 0.1301
Iteration 900: Current Loss = 353701.12720664474, T = 0.1281
Iteration 1000: Current Loss = 353701.12720664474, T = 0.1264
Optimization complete. Best Loss: 353701.12720664474 | Best Parameters: [1.85000000e+03 2.06911411e-01 5.00000000e-02]
Iteration 100: Current Loss = 353687.77819089487, T = 0.1781
Iteration 200: Current Loss = 353072.29869566223, T = 0.1586
Iteration 300: Current Loss = 352867.63601909654, T = 0.1491
Iteration 400: Current Loss = 352453.5632412766, T = 0.1430
Iteration 500: Current Loss = 352289.2429191792, T = 0.1386
Iteration 600: Current Loss = 352182.1412352724, T = 0.1352
Iteration 700: Current Loss = 351889.76170464995, T = 0.1324
Iteration 800: Current Loss = 351777.1120098038, T = 0.1301
Iteration 900: Current Loss = 351740.3702212995, T = 0.1281
Iteration 1000: Current Loss = 351679.3793127207, T = 0.1264
Optimization complete. Best Loss: 351679.3793127207 | Best Parameters: [1.85004240e+03 9.27339909e-01 1.68156948e+01]
Iteration 100: Current Loss = 353701.1751251834, T = 0.1781
Iteration 200: Current Loss = 353701.14028768754, T = 0.1586
Iteration 300: Current Loss = 353701.13006504416, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.17357868527, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353156.3508064113, T = 0.1781
Iteration 200: Current Loss = 352592.03304439504, T = 0.1586
Iteration 300: Current Loss = 352055.78475489956, T = 0.1491
Iteration 400: Current Loss = 351856.6903397673, T = 0.1430
Iteration 500: Current Loss = 351820.3576779476, T = 0.1386
Iteration 600: Current Loss = 351686.67945837334, T = 0.1352
Iteration 700: Current Loss = 351651.5956215981, T = 0.1324
Iteration 800: Current Loss = 351615.62154190644, T = 0.1301
Iteration 900: Current Loss = 351583.5738891158, T = 0.1281
Iteration 1000: Current Loss = 351570.31675015995, T = 0.1264
Optimization complete. Best Loss: 351570.31675015995 | Best Parameters: [1.85000000e+03 1.10346524e+00 2.00000000e+01]
Iteration 100: Current Loss = 353464.0606964949, T = 0.1781
Iteration 200: Current Loss = 352934.39592499734, T = 0.1586
Iteration 300: Current Loss = 352273.7518583302, T = 0.1491
Iteration 400: Current Loss = 352097.4599049557, T = 0.1430
Iteration 500: Current Loss = 352070.42850516195, T = 0.1386
Iteration 600: Current Loss = 352007.8896479863, T = 0.1352
Iteration 700: Current Loss = 351804.24356377363, T = 0.1324
Iteration 800: Current Loss = 351703.11078652117, T = 0.1301
Iteration 900: Current Loss = 351645.2452896866, T = 0.1281
Iteration 1000: Current Loss = 351568.9377831107, T = 0.1264
Optimization complete. Best Loss: 351568.9377831107 | Best Parameters: [1.85000000e+03 1.11064177e+00 2.00000000e+01]
Iteration 100: Current Loss = 353701.12389139715, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353662.7089148788, T = 0.1324
Iteration 800: Current Loss = 352843.34146746784, T = 0.1301
Iteration 900: Current Loss = 352231.9726154379, T = 0.1281
Iteration 1000: Current Loss = 351927.82689865615, T = 0.1264
Optimization complete. Best Loss: 351927.82689865615 | Best Parameters: [1.85002868e+03 6.88841529e-01 1.37120582e+01]
Iteration 100: Current Loss = 353701.1570192319, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353689.8386983798, T = 0.1264
Optimization complete. Best Loss: 353689.8386983798 | Best Parameters: [1.85000000e+03 4.80135363e-01 3.85426912e+00]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353641.96965802804, T = 0.1281
Iteration 1000: Current Loss = 353040.71904900996, T = 0.1264
Optimization complete. Best Loss: 353040.71904900996 | Best Parameters: [1.85011068e+03 4.30709749e-01 7.33008912e+00]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353306.891907899, T = 0.1264
Optimization complete. Best Loss: 353306.891907899 | Best Parameters: [1.85010993e+03 3.78839649e-01 6.28192163e+00]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353695.3110691416, T = 0.1491
Iteration 400: Current Loss = 353050.43387312954, T = 0.1430
Iteration 500: Current Loss = 352202.1841161939, T = 0.1386
Iteration 600: Current Loss = 351903.49474066007, T = 0.1352
Iteration 700: Current Loss = 351645.4643503901, T = 0.1324
Iteration 800: Current Loss = 351614.48678500706, T = 0.1301
Iteration 900: Current Loss = 351568.5478882958, T = 0.1281
Iteration 1000: Current Loss = 351568.5478882958, T = 0.1264
Optimization complete. Best Loss: 351568.5478882958 | Best Parameters: [1.85000000e+03 1.11413716e+00 2.00000000e+01]
Iteration 100: Current Loss = 353701.12775596755, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353649.1407710891, T = 0.1386
Iteration 600: Current Loss = 352726.6343228135, T = 0.1352
Iteration 700: Current Loss = 352726.6343228135, T = 0.1324
Iteration 800: Current Loss = 352617.3807812263, T = 0.1301
Iteration 900: Current Loss = 352114.3984950568, T = 0.1281
Iteration 1000: Current Loss = 351841.1353819006, T = 0.1264
Optimization complete. Best Loss: 351841.1353819006 | Best Parameters: [1.85000000e+03 8.35058487e-01 1.45893681e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 352884.2490304351, T = 0.1281
Iteration 1000: Current Loss = 352802.6501891068, T = 0.1264
Optimization complete. Best Loss: 352802.6501891068 | Best Parameters: [1.85000000e+03 5.06751787e-01 8.37896516e+00]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353697.08312810166, T = 0.1586
Iteration 300: Current Loss = 352650.0575944196, T = 0.1491
Iteration 400: Current Loss = 352460.63527908444, T = 0.1430
Iteration 500: Current Loss = 351865.69326116645, T = 0.1386
Iteration 600: Current Loss = 351659.65194164804, T = 0.1352
Iteration 700: Current Loss = 351606.0501487936, T = 0.1324
Iteration 800: Current Loss = 351599.03719741496, T = 0.1301
Iteration 900: Current Loss = 351599.03719741496, T = 0.1281
Iteration 1000: Current Loss = 351569.0226872866, T = 0.1264
Optimization complete. Best Loss: 351569.0226872866 | Best Parameters: [1.85000000e+03 1.13061358e+00 2.00000000e+01]
Iteration 100: Current Loss = 353102.454832523, T = 0.1781
Iteration 200: Current Loss = 352618.2695515561, T = 0.1586
Iteration 300: Current Loss = 352128.40514586255, T = 0.1491
Iteration 400: Current Loss = 351979.2005949621, T = 0.1430
Iteration 500: Current Loss = 351670.1798329867, T = 0.1386
Iteration 600: Current Loss = 351625.50776469207, T = 0.1352
Iteration 700: Current Loss = 351579.95336093695, T = 0.1324
Iteration 800: Current Loss = 351569.91941271455, T = 0.1301
Iteration 900: Current Loss = 351569.91941271455, T = 0.1281
Iteration 1000: Current Loss = 351569.91941271455, T = 0.1264
Optimization complete. Best Loss: 351569.91941271455 | Best Parameters: [1.85000000e+03 1.10515924e+00 2.00000000e+01]
Iteration 100: Current Loss = 353701.12317541154, T = 0.1781
Iteration 200: Current Loss = 353701.12317541154, T = 0.1586
Iteration 300: Current Loss = 353643.6614865031, T = 0.1491
