Starting optimization...
Initial parameters: [1.85590000e+03 5.31578947e-01 7.15789474e+00]
Sigma: 0.008858667904100823, Iterations: 100000
Initial loss: 14063.625267746544
Iteration 1000: Loss = 13034.454928883144
Iteration 2000: Loss = 12671.792055249432
Iteration 3000: Loss = 12346.877805056496
Iteration 4000: Loss = 11736.285801811755
Iteration 5000: Loss = 10372.017404741458
Iteration 6000: Loss = 9177.887592730303
Iteration 7000: Loss = 8744.92180023044
Iteration 8000: Loss = 8533.831435639491
Iteration 9000: Loss = 8367.255645335063
Iteration 10000: Loss = 8225.265477161018
Iteration 11000: Loss = 8129.439874831272
Iteration 12000: Loss = 8045.955436810644
Iteration 13000: Loss = 7972.887429952809
Iteration 14000: Loss = 7913.679437362947
Iteration 15000: Loss = 7861.215641147505
Iteration 16000: Loss = 7803.957191261159
Iteration 17000: Loss = 7761.416736213361
Iteration 18000: Loss = 7717.846167550575
Iteration 19000: Loss = 7683.7562793830975
Iteration 20000: Loss = 7645.8102012759155
Iteration 21000: Loss = 7609.568592092717
Iteration 22000: Loss = 7575.10376845162
Iteration 23000: Loss = 7538.328315006267
Iteration 24000: Loss = 7507.355615376662
Iteration 25000: Loss = 7472.74143497873
Iteration 26000: Loss = 7443.626547545759
Iteration 27000: Loss = 7408.600684596186
Iteration 28000: Loss = 7367.823579821265
Iteration 29000: Loss = 7332.477387424659
Iteration 30000: Loss = 7301.614177252977
Iteration 31000: Loss = 7269.780843399973
Iteration 32000: Loss = 7232.561276147656
Iteration 33000: Loss = 7195.3249925944
Iteration 34000: Loss = 7157.477372797749
Iteration 35000: Loss = 7123.188078177469
Iteration 36000: Loss = 7082.611566847221
Iteration 37000: Loss = 7046.31073187601
Iteration 38000: Loss = 7003.790572514464
Iteration 39000: Loss = 6967.022855828067
Iteration 40000: Loss = 6929.030942803761
Iteration 41000: Loss = 6891.713165289522
Iteration 42000: Loss = 6852.068163558175
Iteration 43000: Loss = 6816.548654650263
Iteration 44000: Loss = 6777.724343025211
Iteration 45000: Loss = 6744.001170983657
Iteration 46000: Loss = 6705.43747458931
Iteration 47000: Loss = 6666.301196160647
Iteration 48000: Loss = 6628.197239665129
Iteration 49000: Loss = 6591.9625472360385
Iteration 50000: Loss = 6557.232509245026
Iteration 51000: Loss = 6521.226055423117
Iteration 52000: Loss = 6487.991396565624
Iteration 53000: Loss = 6455.727071425192
Iteration 54000: Loss = 6421.449340522483
Iteration 55000: Loss = 6390.814443237012
Iteration 56000: Loss = 6359.883325347573
Iteration 57000: Loss = 6326.785723799021
Iteration 58000: Loss = 6297.839264927812
Iteration 59000: Loss = 6269.118035195598
Iteration 60000: Loss = 6242.287776503874
Iteration 61000: Loss = 6210.837153823497
Iteration 62000: Loss = 6182.988181860383
Iteration 63000: Loss = 6163.650827366833
Iteration 64000: Loss = 6136.584810272284
Iteration 65000: Loss = 6115.235574038803
Iteration 66000: Loss = 6091.476324074495
Iteration 67000: Loss = 6067.0340463572775
Iteration 68000: Loss = 6046.056810217508
Iteration 69000: Loss = 6027.54922553799
Iteration 70000: Loss = 6008.563310590125
Iteration 71000: Loss = 5988.081279324131
Iteration 72000: Loss = 5972.567645515439
Iteration 73000: Loss = 5957.147823987763
Iteration 74000: Loss = 5939.474338697896
Iteration 75000: Loss = 5923.506408077605
Iteration 76000: Loss = 5910.638550737023
Iteration 77000: Loss = 5896.265650102315
Iteration 78000: Loss = 5882.541118326689
Iteration 79000: Loss = 5870.49552547757
Iteration 80000: Loss = 5858.297584603051
Iteration 81000: Loss = 5845.6421386031325
Iteration 82000: Loss = 5834.771813675288
Iteration 83000: Loss = 5825.693627609517
Iteration 84000: Loss = 5815.944794172319
Iteration 85000: Loss = 5808.005396697453
Iteration 86000: Loss = 5798.842843822833
Iteration 87000: Loss = 5791.422918743074
Iteration 88000: Loss = 5784.013735787959
Iteration 89000: Loss = 5776.1592258685105
Iteration 90000: Loss = 5768.9020951796865
Iteration 91000: Loss = 5762.18882650634
Iteration 92000: Loss = 5755.797031530548
Iteration 93000: Loss = 5750.229258217292
Iteration 94000: Loss = 5743.893526934183
Iteration 95000: Loss = 5737.401803218241
Iteration 96000: Loss = 5732.558538040741
Iteration 97000: Loss = 5728.183196676397
Iteration 98000: Loss = 5723.8872048945495
Iteration 99000: Loss = 5718.7122819700235
Iteration 100000: Loss = 5715.079340482443
Best loss: 5715.079340482443 | Parameters: [439.59457006  19.64263982 712.32711333]
Optimization complete.
Optimized parameters: [439.59457006  19.64263982 712.32711333]
