Starting optimization...
Initial parameters: [1.89590000e+03 5.94736842e-01 4.42105263e+00]
Sigma: 0.018329807108324356, Iterations: 100000
Initial loss: 15007.155460456122
Iteration 1000: Loss = 13400.10782292227
Iteration 2000: Loss = 10976.36525656776
Iteration 3000: Loss = 10755.179334568922
Iteration 4000: Loss = 10551.863521481926
Iteration 5000: Loss = 10306.899022309797
Iteration 6000: Loss = 10011.17410569135
Iteration 7000: Loss = 9597.007490723834
Iteration 8000: Loss = 8948.278315823456
Iteration 9000: Loss = 8552.48765927184
Iteration 10000: Loss = 8337.42615850486
Iteration 11000: Loss = 8189.631769680428
Iteration 12000: Loss = 8066.661730463045
Iteration 13000: Loss = 7985.053146833217
Iteration 14000: Loss = 7921.862133721249
Iteration 15000: Loss = 7872.4493887635435
Iteration 16000: Loss = 7805.5678209709295
Iteration 17000: Loss = 7752.558076098782
Iteration 18000: Loss = 7701.59253669222
Iteration 19000: Loss = 7657.053023234661
Iteration 20000: Loss = 7616.479386035977
Iteration 21000: Loss = 7575.111969276243
Iteration 22000: Loss = 7535.941907913785
Iteration 23000: Loss = 7492.354348263179
Iteration 24000: Loss = 7447.024404669617
Iteration 25000: Loss = 7407.071367869205
Iteration 26000: Loss = 7359.886227833529
Iteration 27000: Loss = 7310.340794687097
Iteration 28000: Loss = 7273.355455675486
Iteration 29000: Loss = 7221.405256967471
Iteration 30000: Loss = 7174.253534420225
Iteration 31000: Loss = 7126.254078209088
Iteration 32000: Loss = 7073.550161341468
Iteration 33000: Loss = 7024.8013877840785
Iteration 34000: Loss = 6971.235401127209
Iteration 35000: Loss = 6921.744558283088
Iteration 36000: Loss = 6876.119611471511
Iteration 37000: Loss = 6828.014077965086
Iteration 38000: Loss = 6774.858543870312
Iteration 39000: Loss = 6722.155753218664
Iteration 40000: Loss = 6674.5796342199055
Iteration 41000: Loss = 6625.849850298619
Iteration 42000: Loss = 6577.757542773611
Iteration 43000: Loss = 6534.899169310213
Iteration 44000: Loss = 6486.868305264557
Iteration 45000: Loss = 6444.215986921536
Iteration 46000: Loss = 6400.026712831209
Iteration 47000: Loss = 6359.949818303502
Iteration 48000: Loss = 6321.278064090963
Iteration 49000: Loss = 6286.282174709427
Iteration 50000: Loss = 6250.999184274287
Iteration 51000: Loss = 6219.047615292216
Iteration 52000: Loss = 6185.818375255287
Iteration 53000: Loss = 6156.913896879634
Iteration 54000: Loss = 6126.9625840467315
Iteration 55000: Loss = 6098.642672222272
Iteration 56000: Loss = 6070.877088671996
Iteration 57000: Loss = 6044.742825078061
Iteration 58000: Loss = 6021.907159533965
Iteration 59000: Loss = 5998.102169261683
Iteration 60000: Loss = 5973.40869721153
Iteration 61000: Loss = 5951.8952674508155
Iteration 62000: Loss = 5934.047827453662
Iteration 63000: Loss = 5913.598049190391
Iteration 64000: Loss = 5894.8780768669
Iteration 65000: Loss = 5878.603722137928
Iteration 66000: Loss = 5863.807972738614
Iteration 67000: Loss = 5847.149948768952
Iteration 68000: Loss = 5832.303536571916
Iteration 69000: Loss = 5819.461132351413
Iteration 70000: Loss = 5806.563916684207
Iteration 71000: Loss = 5793.2409331152485
Iteration 72000: Loss = 5782.865851829846
Iteration 73000: Loss = 5774.603358822026
Iteration 74000: Loss = 5765.480091840435
Iteration 75000: Loss = 5756.435757040657
Iteration 76000: Loss = 5748.1330328601125
Iteration 77000: Loss = 5741.23013504228
Iteration 78000: Loss = 5736.09077049006
Iteration 79000: Loss = 5730.424389065956
Iteration 80000: Loss = 5725.288848422918
Iteration 81000: Loss = 5720.466451920988
Iteration 82000: Loss = 5715.421964878965
Iteration 83000: Loss = 5711.007110185095
Iteration 84000: Loss = 5706.416252459398
Iteration 85000: Loss = 5702.387047739864
Iteration 86000: Loss = 5699.122509238686
Iteration 87000: Loss = 5695.811488804963
Iteration 88000: Loss = 5692.53105790577
Iteration 89000: Loss = 5690.053691887844
Iteration 90000: Loss = 5686.98861931242
Iteration 91000: Loss = 5683.379882543937
Iteration 92000: Loss = 5681.435599520666
Iteration 93000: Loss = 5679.185736928182
Iteration 94000: Loss = 5677.624741052698
Iteration 95000: Loss = 5676.23359983446
Iteration 96000: Loss = 5674.739706448493
Iteration 97000: Loss = 5673.242853153024
Iteration 98000: Loss = 5671.895309276916
Iteration 99000: Loss = 5670.577124090168
Iteration 100000: Loss = 5669.40904579381
Best loss: 5669.40904579381 | Parameters: [294.65160116  16.96516201 741.52842276]
Optimization complete.
Optimized parameters: [294.65160116  16.96516201 741.52842276]
