Starting optimization...
Initial parameters: [1.8559e+03 3.0000e-01 4.0000e+00]
Sigma: 0.001, Iterations: 100000
Initial loss: 14255.745710009407
Iteration 1000: Loss = 13693.566110176036
Iteration 2000: Loss = 13671.5359683739
Iteration 3000: Loss = 13577.010539038558
Iteration 4000: Loss = 13087.451406825532
Iteration 5000: Loss = 12840.559699440428
Iteration 6000: Loss = 12681.000952142582
Iteration 7000: Loss = 12508.999746990861
Iteration 8000: Loss = 12317.54736648043
Iteration 9000: Loss = 12071.957619923569
Iteration 10000: Loss = 11727.362512081845
Iteration 11000: Loss = 11061.265709501753
Iteration 12000: Loss = 10222.702112901115
Iteration 13000: Loss = 9622.060991870576
Iteration 14000: Loss = 9269.528208841251
Iteration 15000: Loss = 9027.241070520071
Iteration 16000: Loss = 8833.256422665509
Iteration 17000: Loss = 8691.56550968378
Iteration 18000: Loss = 8583.726651863546
Iteration 19000: Loss = 8483.318309026527
Iteration 20000: Loss = 8387.136360965123
Iteration 21000: Loss = 8308.454412581556
Iteration 22000: Loss = 8248.322583279403
Iteration 23000: Loss = 8200.224177747705
Iteration 24000: Loss = 8152.363318042351
Iteration 25000: Loss = 8110.885747312021
Iteration 26000: Loss = 8070.553765308963
Iteration 27000: Loss = 8032.498825091696
Iteration 28000: Loss = 7998.039633092587
Iteration 29000: Loss = 7965.007620017346
Iteration 30000: Loss = 7941.027955365192
Iteration 31000: Loss = 7910.146073340729
Iteration 32000: Loss = 7883.054861490065
Iteration 33000: Loss = 7857.766327050627
Iteration 34000: Loss = 7834.021417961858
Iteration 35000: Loss = 7811.339185941989
Iteration 36000: Loss = 7784.315664878923
Iteration 37000: Loss = 7764.337684279837
Iteration 38000: Loss = 7744.865457450564
Iteration 39000: Loss = 7726.187727468902
Iteration 40000: Loss = 7704.313402258655
Iteration 41000: Loss = 7684.456177618962
Iteration 42000: Loss = 7663.916709539629
Iteration 43000: Loss = 7645.090293521742
Iteration 44000: Loss = 7626.396490491017
Iteration 45000: Loss = 7607.377368435746
Iteration 46000: Loss = 7588.302227639352
Iteration 47000: Loss = 7572.643641261904
Iteration 48000: Loss = 7555.091240315136
Iteration 49000: Loss = 7538.714110474102
Iteration 50000: Loss = 7520.607246611797
Iteration 51000: Loss = 7502.464882912145
Iteration 52000: Loss = 7487.005340213762
Iteration 53000: Loss = 7472.52788448652
Iteration 54000: Loss = 7456.194915849598
Iteration 55000: Loss = 7438.063859524405
Iteration 56000: Loss = 7422.063626770183
Iteration 57000: Loss = 7406.517949992778
Iteration 58000: Loss = 7389.382972534357
Iteration 59000: Loss = 7374.127607465491
Iteration 60000: Loss = 7356.668084567959
Iteration 61000: Loss = 7337.729349677261
Iteration 62000: Loss = 7321.975373612156
Iteration 63000: Loss = 7305.725291905052
Iteration 64000: Loss = 7288.629006852418
Iteration 65000: Loss = 7271.620890925173
Iteration 66000: Loss = 7254.719163337344
Iteration 67000: Loss = 7237.366574988757
Iteration 68000: Loss = 7218.653864810573
Iteration 69000: Loss = 7201.432680198162
Iteration 70000: Loss = 7184.322687375437
Iteration 71000: Loss = 7165.778703190466
Iteration 72000: Loss = 7149.245895326252
Iteration 73000: Loss = 7130.63864545421
Iteration 74000: Loss = 7113.8578488647
Iteration 75000: Loss = 7095.196934219572
Iteration 76000: Loss = 7077.460718515667
Iteration 77000: Loss = 7059.8989203087895
Iteration 78000: Loss = 7041.4040040879845
Iteration 79000: Loss = 7023.220204870728
Iteration 80000: Loss = 7005.124027163569
Iteration 81000: Loss = 6987.44790638384
Iteration 82000: Loss = 6970.939830801396
Iteration 83000: Loss = 6952.841206010951
Iteration 84000: Loss = 6936.759835711195
Iteration 85000: Loss = 6918.872376965515
Iteration 86000: Loss = 6901.991201044641
Iteration 87000: Loss = 6883.73562352734
Iteration 88000: Loss = 6864.502613735004
Iteration 89000: Loss = 6847.69482387329
Iteration 90000: Loss = 6830.723925865517
Iteration 91000: Loss = 6813.023590023131
Iteration 92000: Loss = 6795.89132291159
Iteration 93000: Loss = 6779.458823690577
Iteration 94000: Loss = 6763.8016651682265
Iteration 95000: Loss = 6747.7411084917885
Iteration 96000: Loss = 6728.743454870001
Iteration 97000: Loss = 6713.255133326716
Iteration 98000: Loss = 6696.097676417118
Iteration 99000: Loss = 6677.99426019062
Iteration 100000: Loss = 6659.908711954302
Best loss: 6659.908711954302 | Parameters: [1252.16281594   30.31643821  496.56661086]
Optimization complete.
Optimized parameters: [1252.16281594   30.31643821  496.56661086]
