Starting optimization...
Initial parameters: [1.88590000e+03 5.10526316e-01 6.31578947e+00]
Sigma: 0.3359818286283781, Iterations: 100000
Initial loss: 14585.494751720355
Iteration 1000: Loss = 14360.746405691832
Iteration 2000: Loss = 14331.161479082566
Iteration 3000: Loss = 14330.3589457003
Iteration 4000: Loss = 14328.396852759784
Iteration 5000: Loss = 14328.228364101478
Iteration 6000: Loss = 14328.228364101478
Iteration 7000: Loss = 14328.228364101478
Iteration 8000: Loss = 14328.228364101478
Iteration 9000: Loss = 14328.146941316927
Iteration 10000: Loss = 14328.146941316927
Iteration 11000: Loss = 14328.146941316927
Iteration 12000: Loss = 14328.146941316927
Iteration 13000: Loss = 14328.146941316927
Iteration 14000: Loss = 14328.146941316927
Iteration 15000: Loss = 14328.146941316927
Iteration 16000: Loss = 14328.146941316927
Iteration 17000: Loss = 14328.146941316927
Iteration 18000: Loss = 14328.146941316927
Iteration 19000: Loss = 14328.146941316927
Iteration 20000: Loss = 14328.146941316927
Iteration 21000: Loss = 14328.146941316927
Iteration 22000: Loss = 14328.146941316927
Iteration 23000: Loss = 14328.049861846395
Iteration 24000: Loss = 14328.049861846395
Iteration 25000: Loss = 14328.049861846395
Iteration 26000: Loss = 14328.049861846395
Iteration 27000: Loss = 14328.049861846395
Iteration 28000: Loss = 14327.804476832334
Iteration 29000: Loss = 14327.804476832334
Iteration 30000: Loss = 14327.804476832334
Iteration 31000: Loss = 14327.804476832334
Iteration 32000: Loss = 14327.804476832334
Iteration 33000: Loss = 14327.804476832334
Iteration 34000: Loss = 14327.804476832334
Iteration 35000: Loss = 14327.804476832334
Iteration 36000: Loss = 14327.804476832334
Iteration 37000: Loss = 14327.804476832334
Iteration 38000: Loss = 14327.804476832334
Iteration 39000: Loss = 14327.804476832334
Iteration 40000: Loss = 14327.804476832334
Iteration 41000: Loss = 14327.804476832334
Iteration 42000: Loss = 14327.804476832334
Iteration 43000: Loss = 14327.804476832334
Iteration 44000: Loss = 14327.804476832334
Iteration 45000: Loss = 14327.804476832334
Iteration 46000: Loss = 14327.804476832334
Iteration 47000: Loss = 14327.804476832334
Iteration 48000: Loss = 14327.804476832334
Iteration 49000: Loss = 14327.804476832334
Iteration 50000: Loss = 14327.804476832334
Iteration 51000: Loss = 14327.804476832334
Iteration 52000: Loss = 14327.804476832334
Iteration 53000: Loss = 14327.804476832334
Iteration 54000: Loss = 14327.804476832334
Iteration 55000: Loss = 14327.804476832334
Iteration 56000: Loss = 14327.804476832334
Iteration 57000: Loss = 14327.804476832334
Iteration 58000: Loss = 14327.804476832334
Iteration 59000: Loss = 14327.804476832334
Iteration 60000: Loss = 14327.804476832334
Iteration 61000: Loss = 14327.804476832334
Iteration 62000: Loss = 14327.804476832334
Iteration 63000: Loss = 14327.804476832334
Iteration 64000: Loss = 14327.804476832334
Iteration 65000: Loss = 14327.804476832334
Iteration 66000: Loss = 14327.804476832334
Iteration 67000: Loss = 14327.804476832334
Iteration 68000: Loss = 14327.804476832334
Iteration 69000: Loss = 14327.804476832334
Iteration 70000: Loss = 14327.745128664785
Iteration 71000: Loss = 14327.745128664785
Iteration 72000: Loss = 14327.745128664785
Iteration 73000: Loss = 14327.745128664785
Iteration 74000: Loss = 14327.745128664785
Iteration 75000: Loss = 14327.745128664785
Iteration 76000: Loss = 14327.745128664785
Iteration 77000: Loss = 14327.745128664785
Iteration 78000: Loss = 14327.682031200566
Iteration 79000: Loss = 14327.682031200566
Iteration 80000: Loss = 14327.682031200566
Iteration 81000: Loss = 14327.682031200566
Iteration 82000: Loss = 14327.682031200566
Iteration 83000: Loss = 14327.682031200566
Iteration 84000: Loss = 14327.682031200566
Iteration 85000: Loss = 14327.682031200566
Iteration 86000: Loss = 14327.682031200566
Iteration 87000: Loss = 14327.682031200566
Iteration 88000: Loss = 14327.682031200566
Iteration 89000: Loss = 14327.682031200566
Iteration 90000: Loss = 14327.682031200566
Iteration 91000: Loss = 14327.682031200566
Iteration 92000: Loss = 14327.682031200566
Iteration 93000: Loss = 14327.682031200566
Iteration 94000: Loss = 14327.682031200566
Iteration 95000: Loss = 14327.682031200566
Iteration 96000: Loss = 14327.682031200566
Iteration 97000: Loss = 14327.682031200566
Iteration 98000: Loss = 14327.682031200566
Iteration 99000: Loss = 14327.682031200566
Iteration 100000: Loss = 14327.682031200566
Best loss: 14327.682031200566 | Parameters: [1.88934805e+03 2.36573921e-01 4.56716828e+00]
Optimization complete.
Optimized parameters: [1.88934805e+03 2.36573921e-01 4.56716828e+00]
