Starting optimization...
Initial parameters: [1.93590000e+03 6.36842105e-01 5.89473684e+00]
Sigma: 0.0379269019073225, Iterations: 100000
Initial loss: 14866.722139935755
Iteration 1000: Loss = 12081.174512020752
Iteration 2000: Loss = 11673.520585751061
Iteration 3000: Loss = 11260.074179802887
Iteration 4000: Loss = 10918.14159422997
Iteration 5000: Loss = 10662.74210441671
Iteration 6000: Loss = 10400.300595957453
Iteration 7000: Loss = 9985.891170393992
Iteration 8000: Loss = 9504.657567964852
Iteration 9000: Loss = 8804.56416650915
Iteration 10000: Loss = 8472.388728045884
Iteration 11000: Loss = 8259.73437753772
Iteration 12000: Loss = 8116.395288118772
Iteration 13000: Loss = 8000.280642239988
Iteration 14000: Loss = 7911.642816263202
Iteration 15000: Loss = 7832.749688733915
Iteration 16000: Loss = 7768.891735978649
Iteration 17000: Loss = 7714.265924222875
Iteration 18000: Loss = 7657.575818012912
Iteration 19000: Loss = 7600.904813225932
Iteration 20000: Loss = 7556.370007083729
Iteration 21000: Loss = 7492.6342388625035
Iteration 22000: Loss = 7436.255182095951
Iteration 23000: Loss = 7388.641021068273
Iteration 24000: Loss = 7337.857389318842
Iteration 25000: Loss = 7275.3264405157515
Iteration 26000: Loss = 7231.71345040654
Iteration 27000: Loss = 7177.255273495579
Iteration 28000: Loss = 7117.417652779617
Iteration 29000: Loss = 7046.813450784006
Iteration 30000: Loss = 6991.008617785267
Iteration 31000: Loss = 6922.849522667539
Iteration 32000: Loss = 6863.913731838714
Iteration 33000: Loss = 6794.450457104462
Iteration 34000: Loss = 6741.420079508766
Iteration 35000: Loss = 6683.6450194398
Iteration 36000: Loss = 6628.40537598284
Iteration 37000: Loss = 6571.5106788907215
Iteration 38000: Loss = 6514.645047675085
Iteration 39000: Loss = 6457.299718992981
Iteration 40000: Loss = 6402.290414696335
Iteration 41000: Loss = 6354.587916278264
Iteration 42000: Loss = 6305.1386394772135
Iteration 43000: Loss = 6264.766822477852
Iteration 44000: Loss = 6218.2241829225
Iteration 45000: Loss = 6179.878507290567
Iteration 46000: Loss = 6134.270088263568
Iteration 47000: Loss = 6098.289690616571
Iteration 48000: Loss = 6066.669760264425
Iteration 49000: Loss = 6034.420052135644
Iteration 50000: Loss = 6003.607557127236
Iteration 51000: Loss = 5980.203773881496
Iteration 52000: Loss = 5952.3959827317985
Iteration 53000: Loss = 5926.278984241984
Iteration 54000: Loss = 5902.206682014225
Iteration 55000: Loss = 5883.646493547294
Iteration 56000: Loss = 5864.1843011994215
Iteration 57000: Loss = 5844.531434598994
Iteration 58000: Loss = 5829.80065172877
Iteration 59000: Loss = 5817.827374852919
Iteration 60000: Loss = 5800.966302893635
Iteration 61000: Loss = 5788.7196590981985
Iteration 62000: Loss = 5776.590072962945
Iteration 63000: Loss = 5765.64177420181
Iteration 64000: Loss = 5753.653660596449
Iteration 65000: Loss = 5746.062719823385
Iteration 66000: Loss = 5739.713101734456
Iteration 67000: Loss = 5732.325232940604
Iteration 68000: Loss = 5724.847530944728
Iteration 69000: Loss = 5717.795125278052
Iteration 70000: Loss = 5712.4110075930175
Iteration 71000: Loss = 5706.807863742769
Iteration 72000: Loss = 5701.533114583382
Iteration 73000: Loss = 5697.296357194127
Iteration 74000: Loss = 5693.276416078317
Iteration 75000: Loss = 5689.881413868405
Iteration 76000: Loss = 5686.659971295754
Iteration 77000: Loss = 5683.751931641022
Iteration 78000: Loss = 5680.8634895104415
Iteration 79000: Loss = 5678.518178945221
Iteration 80000: Loss = 5676.408177180244
Iteration 81000: Loss = 5674.645075992777
Iteration 82000: Loss = 5672.483894894884
Iteration 83000: Loss = 5671.24569503022
Iteration 84000: Loss = 5670.081549276375
Iteration 85000: Loss = 5668.917736673238
Iteration 86000: Loss = 5667.57316005513
Iteration 87000: Loss = 5666.593147700555
Iteration 88000: Loss = 5665.915113273568
Iteration 89000: Loss = 5665.27625808828
Iteration 90000: Loss = 5664.577367612832
Iteration 91000: Loss = 5663.869888613117
Iteration 92000: Loss = 5663.391799488694
Iteration 93000: Loss = 5662.85251027864
Iteration 94000: Loss = 5662.436194402866
Iteration 95000: Loss = 5662.117087407805
Iteration 96000: Loss = 5661.780475434503
Iteration 97000: Loss = 5661.625941562738
Iteration 98000: Loss = 5661.4463783648225
Iteration 99000: Loss = 5661.325418387808
Iteration 100000: Loss = 5661.223189279804
Best loss: 5661.223189279804 | Parameters: [220.45813794  15.4153337  753.28609265]
Optimization complete.
Optimized parameters: [220.45813794  15.4153337  753.28609265]
