Starting optimization...
Initial parameters: [1.92590000e+03 5.52631579e-01 7.78947368e+00]
Sigma: 0.6951927961775606, Iterations: 100000
Initial loss: 14540.24603232077
Iteration 1000: Loss = 11265.213515898977
Iteration 2000: Loss = 10716.435474149148
Iteration 3000: Loss = 9982.33881612441
Iteration 4000: Loss = 8447.397716411911
Iteration 5000: Loss = 8060.436748442173
Iteration 6000: Loss = 7926.910672325525
Iteration 7000: Loss = 7752.881312725194
Iteration 8000: Loss = 7657.479201909371
Iteration 9000: Loss = 7525.356521710323
Iteration 10000: Loss = 7410.212283667826
Iteration 11000: Loss = 7277.202254878779
Iteration 12000: Loss = 7150.9833828749715
Iteration 13000: Loss = 6973.996629596051
Iteration 14000: Loss = 6805.473874526731
Iteration 15000: Loss = 6665.025418338467
Iteration 16000: Loss = 6528.949664087915
Iteration 17000: Loss = 6403.719112221732
Iteration 18000: Loss = 6277.992067768171
Iteration 19000: Loss = 6169.554858447828
Iteration 20000: Loss = 6108.387312423122
Iteration 21000: Loss = 6045.721100474159
Iteration 22000: Loss = 5980.2581471138565
Iteration 23000: Loss = 5928.669157895866
Iteration 24000: Loss = 5884.806517229756
Iteration 25000: Loss = 5850.879061380744
Iteration 26000: Loss = 5817.878584363187
Iteration 27000: Loss = 5795.540846520849
Iteration 28000: Loss = 5774.37017574451
Iteration 29000: Loss = 5747.894710748938
Iteration 30000: Loss = 5729.9221584328125
Iteration 31000: Loss = 5719.034188691813
Iteration 32000: Loss = 5707.81860271149
Iteration 33000: Loss = 5701.38950316374
Iteration 34000: Loss = 5695.055841896652
Iteration 35000: Loss = 5685.949820449592
Iteration 36000: Loss = 5678.650503929061
Iteration 37000: Loss = 5673.188155405735
Iteration 38000: Loss = 5670.459453356202
Iteration 39000: Loss = 5667.898792019687
Iteration 40000: Loss = 5666.284649262943
Iteration 41000: Loss = 5665.283859212541
Iteration 42000: Loss = 5664.431798575057
Iteration 43000: Loss = 5663.489826394233
Iteration 44000: Loss = 5662.176928655085
Iteration 45000: Loss = 5661.785506819401
Iteration 46000: Loss = 5661.383912219552
Iteration 47000: Loss = 5661.235596287617
Iteration 48000: Loss = 5661.051607908336
Iteration 49000: Loss = 5660.85234409107
Iteration 50000: Loss = 5660.816060336124
Iteration 51000: Loss = 5660.816060336124
Iteration 52000: Loss = 5660.808140706736
Iteration 53000: Loss = 5660.797549353709
Iteration 54000: Loss = 5660.7750065512055
Iteration 55000: Loss = 5660.7750065512055
Iteration 56000: Loss = 5660.7750065512055
Iteration 57000: Loss = 5660.7750065512055
Iteration 58000: Loss = 5660.773106438326
Iteration 59000: Loss = 5660.7704853274745
Iteration 60000: Loss = 5660.7704853274745
Iteration 61000: Loss = 5660.7704853274745
Iteration 62000: Loss = 5660.7704853274745
Iteration 63000: Loss = 5660.7704853274745
Iteration 64000: Loss = 5660.770408673768
Iteration 65000: Loss = 5660.770408673768
Iteration 66000: Loss = 5660.770408673768
Iteration 67000: Loss = 5660.770408673768
Iteration 68000: Loss = 5660.770408673768
Iteration 69000: Loss = 5660.770408673768
Iteration 70000: Loss = 5660.770165332765
Iteration 71000: Loss = 5660.770165332765
Iteration 72000: Loss = 5660.770165332765
Iteration 73000: Loss = 5660.770165332765
Iteration 74000: Loss = 5660.770165332765
Iteration 75000: Loss = 5660.770141851021
Iteration 76000: Loss = 5660.770135398447
Iteration 77000: Loss = 5660.770135398447
Iteration 78000: Loss = 5660.770135398447
Iteration 79000: Loss = 5660.770135398447
Iteration 80000: Loss = 5660.770135398447
Iteration 81000: Loss = 5660.770135398447
Iteration 82000: Loss = 5660.770135398447
Iteration 83000: Loss = 5660.770135398447
Iteration 84000: Loss = 5660.770135398447
Iteration 85000: Loss = 5660.770135398447
Iteration 86000: Loss = 5660.770135398447
Iteration 87000: Loss = 5660.770135398447
Iteration 88000: Loss = 5660.770135398447
Iteration 89000: Loss = 5660.770135398447
Iteration 90000: Loss = 5660.770135398447
Iteration 91000: Loss = 5660.770135398447
Iteration 92000: Loss = 5660.770135398447
Iteration 93000: Loss = 5660.770135398447
Iteration 94000: Loss = 5660.770135398447
Iteration 95000: Loss = 5660.770135398447
Iteration 96000: Loss = 5660.770135398447
Iteration 97000: Loss = 5660.770135398447
Iteration 98000: Loss = 5660.770135398447
Iteration 99000: Loss = 5660.770135398447
Iteration 100000: Loss = 5660.770135398447
Best loss: 5660.770135398447 | Parameters: [198.30108686  15.00266435 757.1143294 ]
Optimization complete.
Optimized parameters: [198.30108686  15.00266435 757.1143294 ]
