Starting optimization...
Initial parameters: [1.91590000e+03 4.89473684e-01 5.68421053e+00]
Sigma: 0.008858667904100823, Iterations: 100000
Initial loss: 14843.538783193037
Iteration 1000: Loss = 14380.045349006628
Iteration 2000: Loss = 14379.41142774736
Iteration 3000: Loss = 14379.326423056496
Iteration 4000: Loss = 14379.326423056496
Iteration 5000: Loss = 14379.326423056496
Iteration 6000: Loss = 14379.326423056496
Iteration 7000: Loss = 14379.326423056496
Iteration 8000: Loss = 14379.325759954918
Iteration 9000: Loss = 14379.325759954918
Iteration 10000: Loss = 14379.325759954918
Iteration 11000: Loss = 14379.325759954918
Iteration 12000: Loss = 14379.325759954918
Iteration 13000: Loss = 14379.325759954918
Iteration 14000: Loss = 14379.325759954918
Iteration 15000: Loss = 14379.325759954918
Iteration 16000: Loss = 14379.325759954918
Iteration 17000: Loss = 14379.325759954918
Iteration 18000: Loss = 14379.316695961408
Iteration 19000: Loss = 14379.316695961408
Iteration 20000: Loss = 14379.316695961408
Iteration 21000: Loss = 14379.316695961408
Iteration 22000: Loss = 14379.316695961408
Iteration 23000: Loss = 14379.316695961408
Iteration 24000: Loss = 14379.316695961408
Iteration 25000: Loss = 14379.316695961408
Iteration 26000: Loss = 14379.312143896968
Iteration 27000: Loss = 14379.312143896968
Iteration 28000: Loss = 14379.312143896968
Iteration 29000: Loss = 14379.312143896968
Iteration 30000: Loss = 14379.312143896968
Iteration 31000: Loss = 14379.312143896968
Iteration 32000: Loss = 14379.312143896968
Iteration 33000: Loss = 14379.312143896968
Iteration 34000: Loss = 14379.312143896968
Iteration 35000: Loss = 14379.312143896968
Iteration 36000: Loss = 14379.312143896968
Iteration 37000: Loss = 14379.312143896968
Iteration 38000: Loss = 14379.312143896968
Iteration 39000: Loss = 14379.312143896968
Iteration 40000: Loss = 14379.312143896968
Iteration 41000: Loss = 14379.312143896968
Iteration 42000: Loss = 14379.312143896968
Iteration 43000: Loss = 14379.312143896968
Iteration 44000: Loss = 14379.312143896968
Iteration 45000: Loss = 14379.312143896968
Iteration 46000: Loss = 14379.312143896968
Iteration 47000: Loss = 14379.312143896968
Iteration 48000: Loss = 14379.312143896968
Iteration 49000: Loss = 14379.312143896968
Iteration 50000: Loss = 14379.312143896968
Iteration 51000: Loss = 14379.312143896968
Iteration 52000: Loss = 14379.312143896968
Iteration 53000: Loss = 14379.312143896968
Iteration 54000: Loss = 14379.312143896968
Iteration 55000: Loss = 14379.312143896968
Iteration 56000: Loss = 14379.312143896968
Iteration 57000: Loss = 14379.312143896968
Iteration 58000: Loss = 14379.312143896968
Iteration 59000: Loss = 14379.312143896968
Iteration 60000: Loss = 14379.312143896968
Iteration 61000: Loss = 14379.312143896968
Iteration 62000: Loss = 14379.312143896968
Iteration 63000: Loss = 14379.312143896968
Iteration 64000: Loss = 14379.312143896968
Iteration 65000: Loss = 14379.312143896968
Iteration 66000: Loss = 14379.312143896968
Iteration 67000: Loss = 14379.312143896968
Iteration 68000: Loss = 14379.312143896968
Iteration 69000: Loss = 14379.312143896968
Iteration 70000: Loss = 14379.312143896968
Iteration 71000: Loss = 14379.312143896968
Iteration 72000: Loss = 14379.312143896968
Iteration 73000: Loss = 14379.312143896968
Iteration 74000: Loss = 14379.312143896968
Iteration 75000: Loss = 14379.312143896968
Iteration 76000: Loss = 14379.312143896968
Iteration 77000: Loss = 14379.31038492624
Iteration 78000: Loss = 14379.31038492624
Iteration 79000: Loss = 14379.31038492624
Iteration 80000: Loss = 14379.31038492624
Iteration 81000: Loss = 14379.31038492624
Iteration 82000: Loss = 14379.31038492624
Iteration 83000: Loss = 14379.31038492624
Iteration 84000: Loss = 14379.31038492624
Iteration 85000: Loss = 14379.31038492624
Iteration 86000: Loss = 14379.31038492624
Iteration 87000: Loss = 14379.31038492624
Iteration 88000: Loss = 14379.31038492624
Iteration 89000: Loss = 14379.31038492624
Iteration 90000: Loss = 14379.31038492624
Iteration 91000: Loss = 14379.31038492624
Iteration 92000: Loss = 14379.31038492624
Iteration 93000: Loss = 14379.31038492624
Iteration 94000: Loss = 14379.31038492624
Iteration 95000: Loss = 14379.307515695793
Iteration 96000: Loss = 14379.307515695793
Iteration 97000: Loss = 14379.307515695793
Iteration 98000: Loss = 14379.307515695793
Iteration 99000: Loss = 14379.307515695793
Iteration 100000: Loss = 14379.307515695793
Best loss: 14379.307515695793 | Parameters: [1.91331363e+03 2.27132129e-01 4.48987780e+00]
Optimization complete.
Optimized parameters: [1.91331363e+03 2.27132129e-01 4.48987780e+00]
