Starting optimization...
Initial parameters: [1.87590000e+03 4.47368421e-01 4.21052632e+00]
Sigma: 0.004281332398719396, Iterations: 100000
Initial loss: 14845.336939347613
Iteration 1000: Loss = 14238.88764442646
Iteration 2000: Loss = 13724.901657817429
Iteration 3000: Loss = 12017.142096774354
Iteration 4000: Loss = 10479.425892054136
Iteration 5000: Loss = 10238.741738049803
Iteration 6000: Loss = 10068.804193005433
Iteration 7000: Loss = 9859.206747231845
Iteration 8000: Loss = 9472.61641720305
Iteration 9000: Loss = 9088.76278048561
Iteration 10000: Loss = 8797.368866227069
Iteration 11000: Loss = 8596.689987670798
Iteration 12000: Loss = 8434.257567728484
Iteration 13000: Loss = 8308.798674365195
Iteration 14000: Loss = 8206.53417927119
Iteration 15000: Loss = 8133.559281303653
Iteration 16000: Loss = 8062.693301361478
Iteration 17000: Loss = 8007.234132256452
Iteration 18000: Loss = 7964.554692965861
Iteration 19000: Loss = 7921.385849234615
Iteration 20000: Loss = 7871.038735690906
Iteration 21000: Loss = 7835.719364993129
Iteration 22000: Loss = 7799.182316410604
Iteration 23000: Loss = 7766.06328124848
Iteration 24000: Loss = 7734.561429737672
Iteration 25000: Loss = 7700.186735845437
Iteration 26000: Loss = 7669.557779841145
Iteration 27000: Loss = 7640.3942972377745
Iteration 28000: Loss = 7608.369156048615
Iteration 29000: Loss = 7579.167628053259
Iteration 30000: Loss = 7551.350073734029
Iteration 31000: Loss = 7522.353497853313
Iteration 32000: Loss = 7495.429969863375
Iteration 33000: Loss = 7470.1670250641555
Iteration 34000: Loss = 7446.861491820116
Iteration 35000: Loss = 7419.239729715699
Iteration 36000: Loss = 7390.488364334609
Iteration 37000: Loss = 7362.8120634267925
Iteration 38000: Loss = 7329.782856273173
Iteration 39000: Loss = 7300.323823548753
Iteration 40000: Loss = 7271.807680359074
Iteration 41000: Loss = 7238.886400201621
Iteration 42000: Loss = 7215.38782271575
Iteration 43000: Loss = 7187.386567552883
Iteration 44000: Loss = 7160.269643334212
Iteration 45000: Loss = 7134.964314738757
Iteration 46000: Loss = 7104.716262626287
Iteration 47000: Loss = 7074.343783732134
Iteration 48000: Loss = 7043.905185948621
Iteration 49000: Loss = 7011.481657396662
Iteration 50000: Loss = 6979.756914902722
Iteration 51000: Loss = 6945.132841531062
Iteration 52000: Loss = 6915.500150049851
Iteration 53000: Loss = 6886.518469720413
Iteration 54000: Loss = 6861.538360912838
Iteration 55000: Loss = 6830.5959493786195
Iteration 56000: Loss = 6800.3518843733
Iteration 57000: Loss = 6770.505198664968
Iteration 58000: Loss = 6740.863595843549
Iteration 59000: Loss = 6714.910924948741
Iteration 60000: Loss = 6685.761517757241
Iteration 61000: Loss = 6658.397402545322
Iteration 62000: Loss = 6629.04760996834
Iteration 63000: Loss = 6601.154526855907
Iteration 64000: Loss = 6575.6374769172235
Iteration 65000: Loss = 6548.448325696663
Iteration 66000: Loss = 6519.302513561416
Iteration 67000: Loss = 6491.02195422376
Iteration 68000: Loss = 6463.851489589525
Iteration 69000: Loss = 6436.014287328609
Iteration 70000: Loss = 6408.797743251175
Iteration 71000: Loss = 6385.586078435852
Iteration 72000: Loss = 6362.588080685745
Iteration 73000: Loss = 6340.386721827303
Iteration 74000: Loss = 6316.792486584628
Iteration 75000: Loss = 6294.5887774249495
Iteration 76000: Loss = 6273.588504705583
Iteration 77000: Loss = 6252.357443271567
Iteration 78000: Loss = 6229.914463895223
Iteration 79000: Loss = 6209.869791031035
Iteration 80000: Loss = 6189.760299534193
Iteration 81000: Loss = 6170.640631329323
Iteration 82000: Loss = 6151.193542823415
Iteration 83000: Loss = 6131.509316801957
Iteration 84000: Loss = 6114.531754652642
Iteration 85000: Loss = 6093.261705315563
Iteration 86000: Loss = 6077.576445337041
Iteration 87000: Loss = 6061.223747898222
Iteration 88000: Loss = 6045.440636715962
Iteration 89000: Loss = 6029.41928317806
Iteration 90000: Loss = 6015.840023939208
Iteration 91000: Loss = 6001.926158769635
Iteration 92000: Loss = 5986.356666600369
Iteration 93000: Loss = 5970.538621162148
Iteration 94000: Loss = 5957.3905784335
Iteration 95000: Loss = 5944.013476194874
Iteration 96000: Loss = 5930.979856797105
Iteration 97000: Loss = 5917.234086631315
Iteration 98000: Loss = 5904.706501014077
Iteration 99000: Loss = 5893.544092924576
Iteration 100000: Loss = 5882.550435878756
Best loss: 5882.550435878756 | Parameters: [688.14982782  25.00535404 662.28410524]
Optimization complete.
Optimized parameters: [688.14982782  25.00535404 662.28410524]
