Starting optimization...
Initial parameters: [1.89590000e+03 3.42105263e-01 5.47368421e+00]
Sigma: 0.00206913808111479, Iterations: 100000
Initial loss: 15031.98664358068
Iteration 1000: Loss = 14165.917741550074
Iteration 2000: Loss = 12497.549985740054
Iteration 3000: Loss = 11067.563316768088
Iteration 4000: Loss = 10891.745932694255
Iteration 5000: Loss = 10746.371225381014
Iteration 6000: Loss = 10617.664075261073
Iteration 7000: Loss = 10511.337218776844
Iteration 8000: Loss = 10373.295816038473
Iteration 9000: Loss = 10229.175713201055
Iteration 10000: Loss = 10070.323450182936
Iteration 11000: Loss = 9886.383534608023
Iteration 12000: Loss = 9648.808480043557
Iteration 13000: Loss = 9358.511043140621
Iteration 14000: Loss = 9084.554749251405
Iteration 15000: Loss = 8830.90804866881
Iteration 16000: Loss = 8651.638921446884
Iteration 17000: Loss = 8523.633460020044
Iteration 18000: Loss = 8403.388863238464
Iteration 19000: Loss = 8319.144934435742
Iteration 20000: Loss = 8252.135610083329
Iteration 21000: Loss = 8192.88565985547
Iteration 22000: Loss = 8136.470217493144
Iteration 23000: Loss = 8082.796303053816
Iteration 24000: Loss = 8034.96530062541
Iteration 25000: Loss = 7989.37591569967
Iteration 26000: Loss = 7951.161220964972
Iteration 27000: Loss = 7912.746622900381
Iteration 28000: Loss = 7880.399196398088
Iteration 29000: Loss = 7851.630617500388
Iteration 30000: Loss = 7823.723877648155
Iteration 31000: Loss = 7796.552778278974
Iteration 32000: Loss = 7770.818025646792
Iteration 33000: Loss = 7746.811514775183
Iteration 34000: Loss = 7719.98916163666
Iteration 35000: Loss = 7696.421349960472
Iteration 36000: Loss = 7674.479606691681
Iteration 37000: Loss = 7649.754890662163
Iteration 38000: Loss = 7625.917161302368
Iteration 39000: Loss = 7601.653556794532
Iteration 40000: Loss = 7577.037372772781
Iteration 41000: Loss = 7556.5157995655
Iteration 42000: Loss = 7534.653462733927
Iteration 43000: Loss = 7513.921876636126
Iteration 44000: Loss = 7490.738896206245
Iteration 45000: Loss = 7469.307681127856
Iteration 46000: Loss = 7446.7346924885005
Iteration 47000: Loss = 7428.728099721324
Iteration 48000: Loss = 7407.161071460683
Iteration 49000: Loss = 7385.519557556789
Iteration 50000: Loss = 7361.881806761714
Iteration 51000: Loss = 7338.79765967298
Iteration 52000: Loss = 7315.913874445614
Iteration 53000: Loss = 7294.164233957398
Iteration 54000: Loss = 7273.501686558091
Iteration 55000: Loss = 7249.979779941716
Iteration 56000: Loss = 7228.445715638549
Iteration 57000: Loss = 7206.778240152993
Iteration 58000: Loss = 7183.6049411068125
Iteration 59000: Loss = 7159.951678410975
Iteration 60000: Loss = 7138.356209909224
Iteration 61000: Loss = 7114.000933225195
Iteration 62000: Loss = 7092.039111517406
Iteration 63000: Loss = 7069.712099791292
Iteration 64000: Loss = 7047.275107693315
Iteration 65000: Loss = 7023.652307602195
Iteration 66000: Loss = 7002.342943831018
Iteration 67000: Loss = 6977.524822791147
Iteration 68000: Loss = 6954.771308030809
Iteration 69000: Loss = 6932.3264673622325
Iteration 70000: Loss = 6914.17169351122
Iteration 71000: Loss = 6893.324233301382
Iteration 72000: Loss = 6871.584765681422
Iteration 73000: Loss = 6849.500616297504
Iteration 74000: Loss = 6826.80545793251
Iteration 75000: Loss = 6803.392753995648
Iteration 76000: Loss = 6781.359935768291
Iteration 77000: Loss = 6756.2290097058085
Iteration 78000: Loss = 6731.855481888544
Iteration 79000: Loss = 6708.81460002806
Iteration 80000: Loss = 6688.699894477391
Iteration 81000: Loss = 6665.934163045912
Iteration 82000: Loss = 6644.714398690155
Iteration 83000: Loss = 6624.139848410149
Iteration 84000: Loss = 6602.024446495168
Iteration 85000: Loss = 6580.634365403168
Iteration 86000: Loss = 6559.457305850732
Iteration 87000: Loss = 6537.807956668195
Iteration 88000: Loss = 6516.194262651218
Iteration 89000: Loss = 6494.49577620152
Iteration 90000: Loss = 6474.468057277083
Iteration 91000: Loss = 6456.4191499680455
Iteration 92000: Loss = 6436.420813827635
Iteration 93000: Loss = 6415.141983153433
Iteration 94000: Loss = 6394.780617015747
Iteration 95000: Loss = 6373.363962139487
Iteration 96000: Loss = 6355.000797608576
Iteration 97000: Loss = 6337.712161894438
Iteration 98000: Loss = 6319.682348462734
Iteration 99000: Loss = 6301.816027533403
Iteration 100000: Loss = 6285.34910151185
Best loss: 6285.34910151185 | Parameters: [1025.90264981   30.00500228  573.4934817 ]
Optimization complete.
Optimized parameters: [1025.90264981   30.00500228  573.4934817 ]
