Starting optimization...
Initial parameters: [1.92590000e+03 3.21052632e-01 4.63157895e+00]
Sigma: 0.07847599703514611, Iterations: 100000
Initial loss: 14875.760867386083
Iteration 1000: Loss = 14555.605927078646
Iteration 2000: Loss = 13330.104624069245
Iteration 3000: Loss = 11344.088225903972
Iteration 4000: Loss = 10970.02480651531
Iteration 5000: Loss = 10661.574522495155
Iteration 6000: Loss = 10307.070443186642
Iteration 7000: Loss = 9972.895441119232
Iteration 8000: Loss = 9176.078478386466
Iteration 9000: Loss = 8513.821273527665
Iteration 10000: Loss = 8282.21965358476
Iteration 11000: Loss = 8097.093774754462
Iteration 12000: Loss = 7978.273151207912
Iteration 13000: Loss = 7877.788192939228
Iteration 14000: Loss = 7795.089005537002
Iteration 15000: Loss = 7719.905721223948
Iteration 16000: Loss = 7631.064948535692
Iteration 17000: Loss = 7569.764163364269
Iteration 18000: Loss = 7501.812371334732
Iteration 19000: Loss = 7441.261819123452
Iteration 20000: Loss = 7373.875108062448
Iteration 21000: Loss = 7304.835542235991
Iteration 22000: Loss = 7239.234233165538
Iteration 23000: Loss = 7168.522178662033
Iteration 24000: Loss = 7105.689216484196
Iteration 25000: Loss = 7033.3865211767625
Iteration 26000: Loss = 6959.250946001134
Iteration 27000: Loss = 6885.197489930191
Iteration 28000: Loss = 6810.948733445773
Iteration 29000: Loss = 6741.653451024573
Iteration 30000: Loss = 6661.9658585651
Iteration 31000: Loss = 6588.971977540839
Iteration 32000: Loss = 6514.654331152214
Iteration 33000: Loss = 6444.715381182784
Iteration 34000: Loss = 6378.32162037138
Iteration 35000: Loss = 6323.635943847312
Iteration 36000: Loss = 6269.223121744797
Iteration 37000: Loss = 6217.478952733913
Iteration 38000: Loss = 6162.841169301966
Iteration 39000: Loss = 6120.164213769233
Iteration 40000: Loss = 6079.113082990325
Iteration 41000: Loss = 6044.606046414734
Iteration 42000: Loss = 6006.610759949482
Iteration 43000: Loss = 5969.2384484228005
Iteration 44000: Loss = 5941.8216714344835
Iteration 45000: Loss = 5914.362169910733
Iteration 46000: Loss = 5892.1724843213005
Iteration 47000: Loss = 5868.676136402927
Iteration 48000: Loss = 5844.144920205872
Iteration 49000: Loss = 5827.796738615583
Iteration 50000: Loss = 5813.325307669188
Iteration 51000: Loss = 5795.888676523689
Iteration 52000: Loss = 5782.331757090838
Iteration 53000: Loss = 5769.878664174255
Iteration 54000: Loss = 5756.954727259932
Iteration 55000: Loss = 5746.046235671736
Iteration 56000: Loss = 5736.579264348512
Iteration 57000: Loss = 5729.128515935402
Iteration 58000: Loss = 5719.410533722045
Iteration 59000: Loss = 5711.857690213129
Iteration 60000: Loss = 5705.535869926057
Iteration 61000: Loss = 5699.026883875927
Iteration 62000: Loss = 5693.7581680196345
Iteration 63000: Loss = 5689.508151001533
Iteration 64000: Loss = 5686.0008297421045
Iteration 65000: Loss = 5681.762112426916
Iteration 66000: Loss = 5678.429525625983
Iteration 67000: Loss = 5675.766374239988
Iteration 68000: Loss = 5673.0633656704185
Iteration 69000: Loss = 5671.599212908446
Iteration 70000: Loss = 5670.187036828823
Iteration 71000: Loss = 5669.097158096452
Iteration 72000: Loss = 5668.0747023352715
Iteration 73000: Loss = 5666.759434143147
Iteration 74000: Loss = 5665.564927180294
Iteration 75000: Loss = 5664.667568039242
Iteration 76000: Loss = 5663.749118389063
Iteration 77000: Loss = 5663.1257112961375
Iteration 78000: Loss = 5662.692216902425
Iteration 79000: Loss = 5662.316488389228
Iteration 80000: Loss = 5661.926856900976
Iteration 81000: Loss = 5661.710602929164
Iteration 82000: Loss = 5661.533521456559
Iteration 83000: Loss = 5661.266932146406
Iteration 84000: Loss = 5661.107803856541
Iteration 85000: Loss = 5660.995673292307
Iteration 86000: Loss = 5660.95313599603
Iteration 87000: Loss = 5660.907103084678
Iteration 88000: Loss = 5660.89018581506
Iteration 89000: Loss = 5660.846701605391
Iteration 90000: Loss = 5660.819073706014
Iteration 91000: Loss = 5660.804425087613
Iteration 92000: Loss = 5660.778708242174
Iteration 93000: Loss = 5660.774412249514
Iteration 94000: Loss = 5660.770284020168
Iteration 95000: Loss = 5660.770200489254
Iteration 96000: Loss = 5660.770150579212
Iteration 97000: Loss = 5660.770150579212
Iteration 98000: Loss = 5660.770121386203
Iteration 99000: Loss = 5660.770121386203
Iteration 100000: Loss = 5660.770121386203
Best loss: 5660.770121386203 | Parameters: [198.37513859  14.99562341 757.01381092]
Optimization complete.
Optimized parameters: [198.37513859  14.99562341 757.01381092]
