Starting optimization...
Initial parameters: [1.86590000e+03 3.63157895e-01 6.10526316e+00]
Sigma: 0.07847599703514611, Iterations: 100000
Initial loss: 13825.347045588825
Iteration 1000: Loss = 13523.168433473615
Iteration 2000: Loss = 13523.168433473615
Iteration 3000: Loss = 13523.168433473615
Iteration 4000: Loss = 13523.168433473615
Iteration 5000: Loss = 13523.168433473615
Iteration 6000: Loss = 13523.168433473615
Iteration 7000: Loss = 13523.168433473615
Iteration 8000: Loss = 13523.168433473615
Iteration 9000: Loss = 13523.168433473615
Iteration 10000: Loss = 13523.168433473615
Iteration 11000: Loss = 13523.168433473615
Iteration 12000: Loss = 13523.168433473615
Iteration 13000: Loss = 13523.168433473615
Iteration 14000: Loss = 13523.168433473615
Iteration 15000: Loss = 13523.168433473615
Iteration 16000: Loss = 13523.168433473615
Iteration 17000: Loss = 13523.168433473615
Iteration 18000: Loss = 13523.106935746157
Iteration 19000: Loss = 13523.106935746157
Iteration 20000: Loss = 13523.106935746157
Iteration 21000: Loss = 13523.106935746157
Iteration 22000: Loss = 13523.106935746157
Iteration 23000: Loss = 13523.106935746157
Iteration 24000: Loss = 13523.106935746157
Iteration 25000: Loss = 13523.106935746157
Iteration 26000: Loss = 13522.732525677613
Iteration 27000: Loss = 13522.732525677613
Iteration 28000: Loss = 13522.732525677613
Iteration 29000: Loss = 13522.732525677613
Iteration 30000: Loss = 13522.732525677613
Iteration 31000: Loss = 13522.732525677613
Iteration 32000: Loss = 13522.732525677613
Iteration 33000: Loss = 13522.732525677613
Iteration 34000: Loss = 13522.732525677613
Iteration 35000: Loss = 13522.732525677613
Iteration 36000: Loss = 13522.732525677613
Iteration 37000: Loss = 13522.732525677613
Iteration 38000: Loss = 13522.732525677613
Iteration 39000: Loss = 13522.732525677613
Iteration 40000: Loss = 13522.732525677613
Iteration 41000: Loss = 13522.732525677613
Iteration 42000: Loss = 13522.732525677613
Iteration 43000: Loss = 13522.732525677613
Iteration 44000: Loss = 13522.732525677613
Iteration 45000: Loss = 13522.732525677613
Iteration 46000: Loss = 13522.732525677613
Iteration 47000: Loss = 13522.732525677613
Iteration 48000: Loss = 13522.732525677613
Iteration 49000: Loss = 13522.732525677613
Iteration 50000: Loss = 13522.732525677613
Iteration 51000: Loss = 13522.732525677613
Iteration 52000: Loss = 13522.732525677613
Iteration 53000: Loss = 13522.732525677613
Iteration 54000: Loss = 13522.732525677613
Iteration 55000: Loss = 13522.732525677613
Iteration 56000: Loss = 13522.647858557959
Iteration 57000: Loss = 13522.647858557959
Iteration 58000: Loss = 13522.647858557959
Iteration 59000: Loss = 13522.647858557959
Iteration 60000: Loss = 13522.647858557959
Iteration 61000: Loss = 13522.647858557959
Iteration 62000: Loss = 13522.647858557959
Iteration 63000: Loss = 13522.647858557959
Iteration 64000: Loss = 13522.647858557959
Iteration 65000: Loss = 13522.647858557959
Iteration 66000: Loss = 13522.647858557959
Iteration 67000: Loss = 13522.647858557959
Iteration 68000: Loss = 13522.647858557959
Iteration 69000: Loss = 13522.647858557959
Iteration 70000: Loss = 13522.647858557959
Iteration 71000: Loss = 13522.647858557959
Iteration 72000: Loss = 13522.647858557959
Iteration 73000: Loss = 13522.647858557959
Iteration 74000: Loss = 13522.647858557959
Iteration 75000: Loss = 13522.647858557959
Iteration 76000: Loss = 13522.647858557959
Iteration 77000: Loss = 13522.647858557959
Iteration 78000: Loss = 13522.647858557959
Iteration 79000: Loss = 13522.647858557959
Iteration 80000: Loss = 13522.647858557959
Iteration 81000: Loss = 13522.647858557959
Iteration 82000: Loss = 13522.647858557959
Iteration 83000: Loss = 13522.647858557959
Iteration 84000: Loss = 13522.647858557959
Iteration 85000: Loss = 13522.647858557959
Iteration 86000: Loss = 13522.647858557959
Iteration 87000: Loss = 13522.647858557959
Iteration 88000: Loss = 13522.647858557959
Iteration 89000: Loss = 13522.647858557959
Iteration 90000: Loss = 13522.647858557959
Iteration 91000: Loss = 13522.647858557959
Iteration 92000: Loss = 13522.647858557959
Iteration 93000: Loss = 13522.647858557959
Iteration 94000: Loss = 13522.564154560847
Iteration 95000: Loss = 13522.564154560847
Iteration 96000: Loss = 13522.564154560847
Iteration 97000: Loss = 13522.564154560847
Iteration 98000: Loss = 13522.564154560847
Iteration 99000: Loss = 13522.564154560847
Iteration 100000: Loss = 13522.564154560847
Best loss: 13522.564154560847 | Parameters: [1.86707250e+03 1.70389120e-01 4.05836949e+00]
Optimization complete.
Optimized parameters: [1.86707250e+03 1.70389120e-01 4.05836949e+00]
