Iteration 100: Current Loss = 362813.71151794033, T = 0.1781
Iteration 200: Current Loss = 360782.6323319807, T = 0.1586
Iteration 300: Current Loss = 359512.05672479456, T = 0.1491
Iteration 400: Current Loss = 358194.3864708274, T = 0.1430
Iteration 500: Current Loss = 357242.606962809, T = 0.1386
Iteration 600: Current Loss = 355596.5031189454, T = 0.1352
Iteration 700: Current Loss = 353985.6950696353, T = 0.1324
Iteration 800: Current Loss = 353701.3561884372, T = 0.1301
Iteration 900: Current Loss = 353701.3561884372, T = 0.1281
Iteration 1000: Current Loss = 353701.1553286215, T = 0.1264
Optimization complete. Best Loss: 353701.1553286215 | Best Parameters: [1.85000000e+03 1.01917777e-01 5.62267611e-01]
Iteration 100: Current Loss = 361234.21603906644, T = 0.1781
Iteration 200: Current Loss = 359041.72334712016, T = 0.1586
Iteration 300: Current Loss = 356825.3153658635, T = 0.1491
Iteration 400: Current Loss = 356169.9056830696, T = 0.1430
Iteration 500: Current Loss = 355927.2943232785, T = 0.1386
Iteration 600: Current Loss = 355749.9930390455, T = 0.1352
Iteration 700: Current Loss = 355423.49148992304, T = 0.1324
Iteration 800: Current Loss = 355409.32561713684, T = 0.1301
Iteration 900: Current Loss = 355277.1249647413, T = 0.1281
Iteration 1000: Current Loss = 354979.26109115937, T = 0.1264
Optimization complete. Best Loss: 354979.26109115937 | Best Parameters: [1.85629164e+03 1.46457940e-01 3.73099880e+00]
Iteration 100: Current Loss = 361599.67190099746, T = 0.1781
Iteration 200: Current Loss = 359854.9186075753, T = 0.1586
Iteration 300: Current Loss = 359714.7067065709, T = 0.1491
Iteration 400: Current Loss = 359714.7067065709, T = 0.1430
Iteration 500: Current Loss = 359265.0448231229, T = 0.1386
Iteration 600: Current Loss = 359155.3588803705, T = 0.1352
Iteration 700: Current Loss = 359068.2998674884, T = 0.1324
Iteration 800: Current Loss = 358614.81306810636, T = 0.1301
Iteration 900: Current Loss = 358365.99674730806, T = 0.1281
Iteration 1000: Current Loss = 358292.56253361865, T = 0.1264
Optimization complete. Best Loss: 358292.56253361865 | Best Parameters: [1.86593207e+03 2.08896329e-01 4.59206516e+00]
Iteration 100: Current Loss = 359344.53228598874, T = 0.1781
Iteration 200: Current Loss = 354667.4164350502, T = 0.1586
Iteration 300: Current Loss = 353701.1233589676, T = 0.1491
Iteration 400: Current Loss = 353697.73175167723, T = 0.1430
Iteration 500: Current Loss = 353041.85870486946, T = 0.1386
Iteration 600: Current Loss = 352580.2222155895, T = 0.1352
Iteration 700: Current Loss = 352288.78382636415, T = 0.1324
Iteration 800: Current Loss = 352013.84122863, T = 0.1301
Iteration 900: Current Loss = 351962.5996729542, T = 0.1281
Iteration 1000: Current Loss = 351827.8597297995, T = 0.1264
Optimization complete. Best Loss: 351827.8597297995 | Best Parameters: [1.85000000e+03 8.03757871e-01 1.44902455e+01]
Iteration 100: Current Loss = 360609.95332918956, T = 0.1781
Iteration 200: Current Loss = 359338.62105435197, T = 0.1586
Iteration 300: Current Loss = 358605.9662903667, T = 0.1491
Iteration 400: Current Loss = 358266.0057387444, T = 0.1430
Iteration 500: Current Loss = 357519.9477762683, T = 0.1386
Iteration 600: Current Loss = 356502.16522794805, T = 0.1352
Iteration 700: Current Loss = 355603.13875787705, T = 0.1324
Iteration 800: Current Loss = 354437.1205326431, T = 0.1301
Iteration 900: Current Loss = 353058.27211640833, T = 0.1281
Iteration 1000: Current Loss = 352049.64357568085, T = 0.1264
Optimization complete. Best Loss: 352049.64357568085 | Best Parameters: [1.85000000e+03 6.55333609e-01 1.24615349e+01]
Iteration 100: Current Loss = 359868.504406591, T = 0.1781
Iteration 200: Current Loss = 359033.65936679975, T = 0.1586
Iteration 300: Current Loss = 359033.65936679975, T = 0.1491
Iteration 400: Current Loss = 358920.513084627, T = 0.1430
Iteration 500: Current Loss = 358866.3348326598, T = 0.1386
Iteration 600: Current Loss = 358811.27741352515, T = 0.1352
Iteration 700: Current Loss = 358687.5749099739, T = 0.1324
Iteration 800: Current Loss = 358687.5749099739, T = 0.1301
Iteration 900: Current Loss = 358617.59449682443, T = 0.1281
Iteration 1000: Current Loss = 358422.10593792493, T = 0.1264
Optimization complete. Best Loss: 358422.10593792493 | Best Parameters: [1.86631390e+03 1.74536093e-01 4.25153436e+00]
Iteration 100: Current Loss = 358742.07665949163, T = 0.1781
Iteration 200: Current Loss = 357624.4703930274, T = 0.1586
Iteration 300: Current Loss = 357372.5778652312, T = 0.1491
Iteration 400: Current Loss = 356464.3207781492, T = 0.1430
Iteration 500: Current Loss = 355266.6480933994, T = 0.1386
Iteration 600: Current Loss = 352710.0561365988, T = 0.1352
Iteration 700: Current Loss = 351903.4033613834, T = 0.1324
Iteration 800: Current Loss = 351874.21717928466, T = 0.1301
Iteration 900: Current Loss = 351813.1066577143, T = 0.1281
Iteration 1000: Current Loss = 351770.8274790974, T = 0.1264
Optimization complete. Best Loss: 351770.8274790974 | Best Parameters: [1.85000000e+03 8.30374606e-01 1.51031723e+01]
Iteration 100: Current Loss = 359692.61872242566, T = 0.1781
Iteration 200: Current Loss = 359657.57278559566, T = 0.1586
Iteration 300: Current Loss = 359585.0865873291, T = 0.1491
Iteration 400: Current Loss = 358566.651102325, T = 0.1430
Iteration 500: Current Loss = 358169.7425266937, T = 0.1386
Iteration 600: Current Loss = 358085.0878876219, T = 0.1352
Iteration 700: Current Loss = 357879.4018771256, T = 0.1324
Iteration 800: Current Loss = 357697.20590355067, T = 0.1301
Iteration 900: Current Loss = 356487.63289558206, T = 0.1281
Iteration 1000: Current Loss = 354475.7499569438, T = 0.1264
Optimization complete. Best Loss: 354475.7499569438 | Best Parameters: [1.85534708e+03 3.54789776e-01 7.53001821e+00]
Iteration 100: Current Loss = 359321.31135767314, T = 0.1781
Iteration 200: Current Loss = 353666.63180998317, T = 0.1586
Iteration 300: Current Loss = 353494.6811317619, T = 0.1491
Iteration 400: Current Loss = 353095.89732971054, T = 0.1430
Iteration 500: Current Loss = 352288.7911616824, T = 0.1386
Iteration 600: Current Loss = 351901.5369266425, T = 0.1352
Iteration 700: Current Loss = 351693.28425681574, T = 0.1324
Iteration 800: Current Loss = 351669.668471453, T = 0.1301
Iteration 900: Current Loss = 351643.8926491252, T = 0.1281
Iteration 1000: Current Loss = 351606.295334272, T = 0.1264
Optimization complete. Best Loss: 351606.295334272 | Best Parameters: [1.85000000e+03 1.01215226e+00 1.83270505e+01]
Iteration 100: Current Loss = 357429.45988715405, T = 0.1781
Iteration 200: Current Loss = 353701.1524948885, T = 0.1586
Iteration 300: Current Loss = 353701.12317541154, T = 0.1491
Iteration 400: Current Loss = 353701.12317541154, T = 0.1430
Iteration 500: Current Loss = 353701.12317541154, T = 0.1386
Iteration 600: Current Loss = 353701.12317541154, T = 0.1352
Iteration 700: Current Loss = 353701.12317541154, T = 0.1324
Iteration 800: Current Loss = 353701.12317541154, T = 0.1301
Iteration 900: Current Loss = 353701.12317541154, T = 0.1281
Iteration 1000: Current Loss = 353701.12317541154, T = 0.1264
Optimization complete. Best Loss: 353701.12317541154 | Best Parameters: [1.85e+03 5.00e-02 5.00e-02]
Iteration 100: Current Loss = 357215.25608718523, T = 0.1781
Iteration 200: Current Loss = 353542.7614763299, T = 0.1586
Iteration 300: Current Loss = 353234.30905749934, T = 0.1491
Iteration 400: Current Loss = 352941.48271250486, T = 0.1430
Iteration 500: Current Loss = 352241.9274661918, T = 0.1386
Iteration 600: Current Loss = 351650.5455044945, T = 0.1352
Iteration 700: Current Loss = 351650.5455044945, T = 0.1324
Iteration 800: Current Loss = 351617.9096243891, T = 0.1301
Iteration 900: Current Loss = 351606.7110260311, T = 0.1281
Iteration 1000: Current Loss = 351577.83610984805, T = 0.1264
Optimization complete. Best Loss: 351577.83610984805 | Best Parameters: [1.8500000e+03 1.0848148e+00 2.0000000e+01]
Iteration 100: Current Loss = 358031.76988409774, T = 0.1781
Iteration 200: Current Loss = 357017.4616140584, T = 0.1586
Iteration 300: Current Loss = 355646.15244902653, T = 0.1491
Iteration 400: Current Loss = 352190.3025578494, T = 0.1430
Iteration 500: Current Loss = 351846.8777583358, T = 0.1386
Iteration 600: Current Loss = 351755.64625566715, T = 0.1352
Iteration 700: Current Loss = 351755.64625566715, T = 0.1324
Iteration 800: Current Loss = 351709.6034576835, T = 0.1301
Iteration 900: Current Loss = 351709.6034576835, T = 0.1281
Iteration 1000: Current Loss = 351630.94601016707, T = 0.1264
Optimization complete. Best Loss: 351630.94601016707 | Best Parameters: [1.85000000e+03 9.59838306e-01 1.75638449e+01]
Iteration 100: Current Loss = 357695.3469408165, T = 0.1781
Iteration 200: Current Loss = 355448.8032047692, T = 0.1586
Iteration 300: Current Loss = 354592.2717093678, T = 0.1491
Iteration 400: Current Loss = 354456.6208744487, T = 0.1430
Iteration 500: Current Loss = 353558.4822130331, T = 0.1386
Iteration 600: Current Loss = 352542.5943421809, T = 0.1352
Iteration 700: Current Loss = 351944.49557949335, T = 0.1324
Iteration 800: Current Loss = 351722.40382450237, T = 0.1301
Iteration 900: Current Loss = 351693.29510128556, T = 0.1281
Iteration 1000: Current Loss = 351681.3987616351, T = 0.1264
Optimization complete. Best Loss: 351681.3987616351 | Best Parameters: [1.85000000e+03 8.69685453e-01 1.66571890e+01]
