Iteration 100: Current Loss = 380020.6595024751, T = 0.1781
Iteration 200: Current Loss = 378643.4424924203, T = 0.1586
Iteration 300: Current Loss = 377369.69278517325, T = 0.1491
Iteration 400: Current Loss = 375891.51270495984, T = 0.1430
Iteration 500: Current Loss = 374290.6689202233, T = 0.1386
Iteration 600: Current Loss = 372573.0634623705, T = 0.1352
Iteration 700: Current Loss = 370953.0281869994, T = 0.1324
Iteration 800: Current Loss = 369467.0511659599, T = 0.1301
Iteration 900: Current Loss = 368416.08458852716, T = 0.1281
Iteration 1000: Current Loss = 366501.77637016645, T = 0.1264
Optimization complete. Best Loss: 366501.77637016645 | Best Parameters: [1.88427841e+03 1.29626210e+00 4.98078794e-01]
Iteration 100: Current Loss = 379028.3917767965, T = 0.1781
Iteration 200: Current Loss = 378127.1213851695, T = 0.1586
Iteration 300: Current Loss = 378017.96821321687, T = 0.1491
Iteration 400: Current Loss = 377902.15989751276, T = 0.1430
Iteration 500: Current Loss = 377304.6262322654, T = 0.1386
Iteration 600: Current Loss = 376905.8198136454, T = 0.1352
Iteration 700: Current Loss = 376564.5081109257, T = 0.1324
Iteration 800: Current Loss = 375789.4363079137, T = 0.1301
Iteration 900: Current Loss = 374494.5141794703, T = 0.1281
Iteration 1000: Current Loss = 372791.14261881995, T = 0.1264
Optimization complete. Best Loss: 372791.14261881995 | Best Parameters: [1.90215675e+03 5.88342264e-01 9.28802805e+00]
Iteration 100: Current Loss = 378485.1190993594, T = 0.1781
Iteration 200: Current Loss = 374538.157189742, T = 0.1586
Iteration 300: Current Loss = 370162.60971109266, T = 0.1491
Iteration 400: Current Loss = 366458.6943006176, T = 0.1430
Iteration 500: Current Loss = 364458.1900844505, T = 0.1386
Iteration 600: Current Loss = 363009.78912634973, T = 0.1352
Iteration 700: Current Loss = 359615.3469060829, T = 0.1324
Iteration 800: Current Loss = 358277.7141300336, T = 0.1301
Iteration 900: Current Loss = 356332.05587234575, T = 0.1281
Iteration 1000: Current Loss = 355074.1210811951, T = 0.1264
Optimization complete. Best Loss: 355074.1210811951 | Best Parameters: [1.85771654e+03 6.49676138e-01 1.27917810e+01]
Iteration 100: Current Loss = 377324.72416126274, T = 0.1781
Iteration 200: Current Loss = 373065.9389936161, T = 0.1586
Iteration 300: Current Loss = 368493.0210214592, T = 0.1491
Iteration 400: Current Loss = 366760.1945321929, T = 0.1430
Iteration 500: Current Loss = 365180.7862036598, T = 0.1386
Iteration 600: Current Loss = 362245.71360053035, T = 0.1352
Iteration 700: Current Loss = 359515.57709708164, T = 0.1324
Iteration 800: Current Loss = 356263.636053133, T = 0.1301
Iteration 900: Current Loss = 355758.92463143164, T = 0.1281
Iteration 1000: Current Loss = 354462.1896831833, T = 0.1264
Optimization complete. Best Loss: 354462.1896831833 | Best Parameters: [1.85637611e+03 6.77054352e-01 1.22147997e+01]
Iteration 100: Current Loss = 376162.85338842054, T = 0.1781
Iteration 200: Current Loss = 371190.21029863507, T = 0.1586
Iteration 300: Current Loss = 367036.18904475606, T = 0.1491
Iteration 400: Current Loss = 365618.61350732855, T = 0.1430
Iteration 500: Current Loss = 363484.9405314386, T = 0.1386
Iteration 600: Current Loss = 361549.4690732497, T = 0.1352
Iteration 700: Current Loss = 358743.0252743295, T = 0.1324
Iteration 800: Current Loss = 354317.3933371509, T = 0.1301
Iteration 900: Current Loss = 351571.20030948246, T = 0.1281
Iteration 1000: Current Loss = 351568.6766594984, T = 0.1264
Optimization complete. Best Loss: 351568.6766594984 | Best Parameters: [1.85000000e+03 1.11279169e+00 2.00000000e+01]
Iteration 100: Current Loss = 377787.3551613841, T = 0.1781
Iteration 200: Current Loss = 376765.4262081505, T = 0.1586
Iteration 300: Current Loss = 376363.84393615014, T = 0.1491
Iteration 400: Current Loss = 372435.8665558411, T = 0.1430
Iteration 500: Current Loss = 369100.7799840002, T = 0.1386
Iteration 600: Current Loss = 364603.4088994281, T = 0.1352
Iteration 700: Current Loss = 360067.4555744978, T = 0.1324
Iteration 800: Current Loss = 357557.2410536412, T = 0.1301
Iteration 900: Current Loss = 354392.7705025652, T = 0.1281
Iteration 1000: Current Loss = 352190.4712876761, T = 0.1264
Optimization complete. Best Loss: 352190.4712876761 | Best Parameters: [1.85137024e+03 1.01711258e+00 1.75655999e+01]
Iteration 100: Current Loss = 377271.69447110133, T = 0.1781
Iteration 200: Current Loss = 373078.4634485478, T = 0.1586
Iteration 300: Current Loss = 369034.3234273769, T = 0.1491
Iteration 400: Current Loss = 363716.5417955243, T = 0.1430
Iteration 500: Current Loss = 359522.98370540293, T = 0.1386
Iteration 600: Current Loss = 356127.96611745184, T = 0.1352
Iteration 700: Current Loss = 353989.4233214552, T = 0.1324
Iteration 800: Current Loss = 352166.57693515247, T = 0.1301
Iteration 900: Current Loss = 351705.1577407378, T = 0.1281
Iteration 1000: Current Loss = 351628.37512333004, T = 0.1264
Optimization complete. Best Loss: 351628.37512333004 | Best Parameters: [1.85000000e+03 9.77787129e-01 1.76666580e+01]
Iteration 100: Current Loss = 377202.35771799856, T = 0.1781
Iteration 200: Current Loss = 371251.4733566813, T = 0.1586
Iteration 300: Current Loss = 365776.36165630474, T = 0.1491
Iteration 400: Current Loss = 359559.8410746435, T = 0.1430
Iteration 500: Current Loss = 358762.4934338983, T = 0.1386
Iteration 600: Current Loss = 358577.7702112822, T = 0.1352
Iteration 700: Current Loss = 358353.6291038322, T = 0.1324
Iteration 800: Current Loss = 357795.1104295326, T = 0.1301
Iteration 900: Current Loss = 353468.54687623656, T = 0.1281
Iteration 1000: Current Loss = 353105.55342409015, T = 0.1264
Optimization complete. Best Loss: 353105.55342409015 | Best Parameters: [1.85189902e+03 5.38870965e-01 9.29829365e+00]
Iteration 100: Current Loss = 374859.76964912197, T = 0.1781
Iteration 200: Current Loss = 369362.5967378828, T = 0.1586
Iteration 300: Current Loss = 365989.2470462568, T = 0.1491
Iteration 400: Current Loss = 360665.73982816713, T = 0.1430
Iteration 500: Current Loss = 357211.47212901583, T = 0.1386
Iteration 600: Current Loss = 355480.38651041815, T = 0.1352
Iteration 700: Current Loss = 354589.2711538517, T = 0.1324
Iteration 800: Current Loss = 353732.3058259224, T = 0.1301
Iteration 900: Current Loss = 352199.47296532796, T = 0.1281
Iteration 1000: Current Loss = 351879.70836316305, T = 0.1264
Optimization complete. Best Loss: 351879.70836316305 | Best Parameters: [1.85000000e+03 7.17308420e-01 1.39151396e+01]
Iteration 100: Current Loss = 372955.1468998701, T = 0.1781
Iteration 200: Current Loss = 365892.24830709846, T = 0.1586
Iteration 300: Current Loss = 360104.0992355918, T = 0.1491
Iteration 400: Current Loss = 358100.6843489337, T = 0.1430
Iteration 500: Current Loss = 357133.0077290039, T = 0.1386
Iteration 600: Current Loss = 356972.9388463615, T = 0.1352
Iteration 700: Current Loss = 354889.3915306878, T = 0.1324
Iteration 800: Current Loss = 354101.7928875033, T = 0.1301
Iteration 900: Current Loss = 352885.7897634899, T = 0.1281
Iteration 1000: Current Loss = 351958.864656072, T = 0.1264
