Iteration 100: Current Loss = 375818.68151876004, T = 0.1781
Iteration 200: Current Loss = 374034.86627500766, T = 0.1586
Iteration 300: Current Loss = 372301.4776463668, T = 0.1491
Iteration 400: Current Loss = 370778.4642698034, T = 0.1430
Iteration 500: Current Loss = 369344.42844603903, T = 0.1386
Iteration 600: Current Loss = 367951.71229856194, T = 0.1352
Iteration 700: Current Loss = 366237.73295983986, T = 0.1324
Iteration 800: Current Loss = 364740.88623531436, T = 0.1301
Iteration 900: Current Loss = 363023.57095137006, T = 0.1281
Iteration 1000: Current Loss = 361321.4648945683, T = 0.1264
Optimization complete. Best Loss: 361321.4648945683 | Best Parameters: [1.87052640e+03 1.32857315e+00 3.74937337e+00]
Iteration 100: Current Loss = 375314.84722306224, T = 0.1781
Iteration 200: Current Loss = 373300.90066169034, T = 0.1586
Iteration 300: Current Loss = 370701.2664724323, T = 0.1491
Iteration 400: Current Loss = 368979.25807154685, T = 0.1430
Iteration 500: Current Loss = 368473.73963981715, T = 0.1386
Iteration 600: Current Loss = 368156.57807981235, T = 0.1352
Iteration 700: Current Loss = 367932.63377487235, T = 0.1324
Iteration 800: Current Loss = 367766.5477535668, T = 0.1301
Iteration 900: Current Loss = 367105.8385994955, T = 0.1281
Iteration 1000: Current Loss = 366160.38662610017, T = 0.1264
Optimization complete. Best Loss: 366160.38662610017 | Best Parameters: [1.88430237e+03 4.60910360e-01 6.41450559e+00]
Iteration 100: Current Loss = 373285.15223107283, T = 0.1781
Iteration 200: Current Loss = 368764.2150177405, T = 0.1586
Iteration 300: Current Loss = 367539.6442744747, T = 0.1491
Iteration 400: Current Loss = 367105.33928291907, T = 0.1430
Iteration 500: Current Loss = 365848.68284483347, T = 0.1386
Iteration 600: Current Loss = 364544.6874135156, T = 0.1352
Iteration 700: Current Loss = 361714.91239707964, T = 0.1324
Iteration 800: Current Loss = 359742.3695650573, T = 0.1301
Iteration 900: Current Loss = 357131.289184358, T = 0.1281
Iteration 1000: Current Loss = 354268.49006834027, T = 0.1264
Optimization complete. Best Loss: 354268.49006834027 | Best Parameters: [1.85584512e+03 1.34234451e+00 1.94978192e+01]
Iteration 100: Current Loss = 372070.10643961653, T = 0.1781
Iteration 200: Current Loss = 368396.40482915455, T = 0.1586
Iteration 300: Current Loss = 364363.1307306681, T = 0.1491
Iteration 400: Current Loss = 361074.25457344914, T = 0.1430
Iteration 500: Current Loss = 359480.6709799429, T = 0.1386
Iteration 600: Current Loss = 359480.6709799429, T = 0.1352
Iteration 700: Current Loss = 358827.5204240989, T = 0.1324
Iteration 800: Current Loss = 358428.67661461316, T = 0.1301
Iteration 900: Current Loss = 357928.97253948875, T = 0.1281
Iteration 1000: Current Loss = 357542.23210221727, T = 0.1264
Optimization complete. Best Loss: 357542.23210221727 | Best Parameters: [1.86358926e+03 3.60463291e-01 6.68806641e+00]
Iteration 100: Current Loss = 372933.6370504992, T = 0.1781
Iteration 200: Current Loss = 368637.0239045315, T = 0.1586
Iteration 300: Current Loss = 365394.04279224324, T = 0.1491
Iteration 400: Current Loss = 362998.89946403273, T = 0.1430
Iteration 500: Current Loss = 360884.35040532507, T = 0.1386
Iteration 600: Current Loss = 355779.9469022061, T = 0.1352
Iteration 700: Current Loss = 354644.6148254744, T = 0.1324
Iteration 800: Current Loss = 353301.69372138917, T = 0.1301
Iteration 900: Current Loss = 351749.9855890072, T = 0.1281
Iteration 1000: Current Loss = 351664.51089523017, T = 0.1264
Optimization complete. Best Loss: 351664.51089523017 | Best Parameters: [1.85000000e+03 8.96213838e-01 1.68134721e+01]
Iteration 100: Current Loss = 372753.48559024325, T = 0.1781
Iteration 200: Current Loss = 368726.2970080654, T = 0.1586
Iteration 300: Current Loss = 365411.5778982288, T = 0.1491
Iteration 400: Current Loss = 360632.3712805608, T = 0.1430
Iteration 500: Current Loss = 359341.5836914947, T = 0.1386
Iteration 600: Current Loss = 357938.700012464, T = 0.1352
Iteration 700: Current Loss = 357625.3699406071, T = 0.1324
Iteration 800: Current Loss = 357203.0469780309, T = 0.1301
Iteration 900: Current Loss = 356082.60898901336, T = 0.1281
Iteration 1000: Current Loss = 354246.63357490377, T = 0.1264
Optimization complete. Best Loss: 354246.63357490377 | Best Parameters: [1.85517349e+03 4.53869938e-01 8.88517128e+00]
Iteration 100: Current Loss = 372754.11629579467, T = 0.1781
Iteration 200: Current Loss = 368596.3335149012, T = 0.1586
Iteration 300: Current Loss = 364807.62303284707, T = 0.1491
Iteration 400: Current Loss = 359337.86207623756, T = 0.1430
Iteration 500: Current Loss = 358947.4499798479, T = 0.1386
Iteration 600: Current Loss = 358471.0056908862, T = 0.1352
Iteration 700: Current Loss = 358141.02058673935, T = 0.1324
Iteration 800: Current Loss = 358114.04826694157, T = 0.1301
Iteration 900: Current Loss = 356957.2748579318, T = 0.1281
Iteration 1000: Current Loss = 354118.9330796888, T = 0.1264
Optimization complete. Best Loss: 354118.9330796888 | Best Parameters: [1.85450567e+03 3.43185974e-01 7.12161876e+00]
Iteration 100: Current Loss = 371472.0989937542, T = 0.1781
Iteration 200: Current Loss = 367789.9738520784, T = 0.1586
Iteration 300: Current Loss = 367440.86297068384, T = 0.1491
Iteration 400: Current Loss = 366677.09684540186, T = 0.1430
Iteration 500: Current Loss = 362956.9397082854, T = 0.1386
Iteration 600: Current Loss = 358061.2249586805, T = 0.1352
Iteration 700: Current Loss = 355229.7720461783, T = 0.1324
Iteration 800: Current Loss = 353630.4519760998, T = 0.1301
Iteration 900: Current Loss = 352064.58029545983, T = 0.1281
Iteration 1000: Current Loss = 351724.36399055994, T = 0.1264
Optimization complete. Best Loss: 351724.36399055994 | Best Parameters: [1.85000000e+03 9.61099373e-01 1.64265165e+01]
Iteration 100: Current Loss = 370894.0674768365, T = 0.1781
Iteration 200: Current Loss = 368965.1625151669, T = 0.1586
Iteration 300: Current Loss = 367095.96707595064, T = 0.1491
Iteration 400: Current Loss = 365407.0444335471, T = 0.1430
Iteration 500: Current Loss = 359075.7568421034, T = 0.1386
Iteration 600: Current Loss = 356189.6767707807, T = 0.1352
Iteration 700: Current Loss = 354707.47943564074, T = 0.1324
Iteration 800: Current Loss = 353234.46470239735, T = 0.1301
Iteration 900: Current Loss = 351662.67583379406, T = 0.1281
Iteration 1000: Current Loss = 351598.31867380545, T = 0.1264
Optimization complete. Best Loss: 351598.31867380545 | Best Parameters: [1.85000000e+03 1.06719498e+00 1.88120565e+01]
Iteration 100: Current Loss = 369600.8056398444, T = 0.1781
Iteration 200: Current Loss = 368054.5134695367, T = 0.1586
Iteration 300: Current Loss = 364828.89827456634, T = 0.1491
Iteration 400: Current Loss = 361417.5749042985, T = 0.1430
Iteration 500: Current Loss = 358188.9488541857, T = 0.1386
Iteration 600: Current Loss = 357321.5870520865, T = 0.1352
Iteration 700: Current Loss = 356628.0141037658, T = 0.1324
Iteration 800: Current Loss = 355544.0008769918, T = 0.1301
Iteration 900: Current Loss = 353339.3548884586, T = 0.1281
Iteration 1000: Current Loss = 352199.2293325327, T = 0.1264
Optimization complete. Best Loss: 352199.2293325327 | Best Parameters: [1.85000000e+03 6.16868251e-01 1.38162119e+01]
Iteration 100: Current Loss = 369640.300368942, T = 0.1781
Iteration 200: Current Loss = 362307.8926484753, T = 0.1586
Iteration 300: Current Loss = 356188.2810946538, T = 0.1491
Iteration 400: Current Loss = 353108.2947242401, T = 0.1430
Iteration 500: Current Loss = 352516.8992380589, T = 0.1386
Iteration 600: Current Loss = 352153.42345032556, T = 0.1352
Iteration 700: Current Loss = 352108.3872167348, T = 0.1324
Iteration 800: Current Loss = 351832.5436454133, T = 0.1301
Iteration 900: Current Loss = 351816.9294166475, T = 0.1281
Iteration 1000: Current Loss = 351653.60262780695, T = 0.1264
Optimization complete. Best Loss: 351653.60262780695 | Best Parameters: [1.85000000e+03 9.12665422e-01 1.70422842e+01]
Iteration 100: Current Loss = 371240.37382840645, T = 0.1781
Iteration 200: Current Loss = 364079.0809174526, T = 0.1586
Iteration 300: Current Loss = 358521.4968551669, T = 0.1491
Iteration 400: Current Loss = 357936.57351985335, T = 0.1430
