Iteration 100: Current Loss = 392604.81065223354, T = 0.1781
Iteration 200: Current Loss = 390859.1462073328, T = 0.1586
Iteration 300: Current Loss = 389084.12426798005, T = 0.1491
Iteration 400: Current Loss = 387870.3237936041, T = 0.1430
Iteration 500: Current Loss = 387664.06219008303, T = 0.1386
Iteration 600: Current Loss = 387480.6161431655, T = 0.1352
Iteration 700: Current Loss = 387366.74295274663, T = 0.1324
Iteration 800: Current Loss = 387278.52180016256, T = 0.1301
Iteration 900: Current Loss = 387276.6826782752, T = 0.1281
Iteration 1000: Current Loss = 387155.2476072908, T = 0.1264
Optimization complete. Best Loss: 387155.2476072908 | Best Parameters: [1.94193895e+03 2.43530181e-01 5.28667407e+00]
Iteration 100: Current Loss = 390479.6221153695, T = 0.1781
Iteration 200: Current Loss = 389223.88670867216, T = 0.1586
Iteration 300: Current Loss = 389039.6380423702, T = 0.1491
Iteration 400: Current Loss = 388995.75620952126, T = 0.1430
Iteration 500: Current Loss = 388995.75620952126, T = 0.1386
Iteration 600: Current Loss = 388995.24461455457, T = 0.1352
Iteration 700: Current Loss = 388585.7071471294, T = 0.1324
Iteration 800: Current Loss = 388246.6518761409, T = 0.1301
Iteration 900: Current Loss = 388011.9321754199, T = 0.1281
Iteration 1000: Current Loss = 387923.42303645605, T = 0.1264
Optimization complete. Best Loss: 387923.42303645605 | Best Parameters: [1.94414556e+03 1.38146211e-01 3.74573993e+00]
Iteration 100: Current Loss = 389948.38455288194, T = 0.1781
Iteration 200: Current Loss = 387666.8108132331, T = 0.1586
Iteration 300: Current Loss = 383654.61568590236, T = 0.1491
Iteration 400: Current Loss = 379740.57977881545, T = 0.1430
Iteration 500: Current Loss = 377859.6738561609, T = 0.1386
Iteration 600: Current Loss = 377311.3427944453, T = 0.1352
Iteration 700: Current Loss = 376572.47059524036, T = 0.1324
Iteration 800: Current Loss = 376367.593805773, T = 0.1301
Iteration 900: Current Loss = 375904.08684823, T = 0.1281
