Iteration 100: Current Loss = 376191.99692061805, T = 0.1781
Iteration 200: Current Loss = 374601.90521551983, T = 0.1586
Iteration 300: Current Loss = 372974.6271401093, T = 0.1491
Iteration 400: Current Loss = 371130.51806681306, T = 0.1430
Iteration 500: Current Loss = 369645.55550208077, T = 0.1386
Iteration 600: Current Loss = 368169.3431163482, T = 0.1352
Iteration 700: Current Loss = 367374.6417721213, T = 0.1324
Iteration 800: Current Loss = 366991.46410991263, T = 0.1301
Iteration 900: Current Loss = 366383.4120567806, T = 0.1281
Iteration 1000: Current Loss = 365786.55022024707, T = 0.1264
Optimization complete. Best Loss: 365786.55022024707 | Best Parameters: [1.88356774e+03 4.89214868e-01 7.47587343e+00]
Iteration 100: Current Loss = 375547.41429709434, T = 0.1781
Iteration 200: Current Loss = 373453.4946872241, T = 0.1586
Iteration 300: Current Loss = 373054.66571616824, T = 0.1491
Iteration 400: Current Loss = 372820.4032326287, T = 0.1430
Iteration 500: Current Loss = 372621.7476785411, T = 0.1386
Iteration 600: Current Loss = 371181.0589346145, T = 0.1352
Iteration 700: Current Loss = 367705.20887360116, T = 0.1324
Iteration 800: Current Loss = 365198.9195648158, T = 0.1301
Iteration 900: Current Loss = 363854.1454025745, T = 0.1281
Iteration 1000: Current Loss = 363426.0589817297, T = 0.1264
Optimization complete. Best Loss: 363426.0589817297 | Best Parameters: [1.87703262e+03 2.82627867e-01 4.40805836e+00]
Iteration 100: Current Loss = 373042.66970778926, T = 0.1781
Iteration 200: Current Loss = 369955.43647935445, T = 0.1586
Iteration 300: Current Loss = 368966.60742325586, T = 0.1491
Iteration 400: Current Loss = 366157.6574144694, T = 0.1430
Iteration 500: Current Loss = 362279.3848833007, T = 0.1386
Iteration 600: Current Loss = 359971.96580894495, T = 0.1352
Iteration 700: Current Loss = 358995.28637289203, T = 0.1324
Iteration 800: Current Loss = 358995.28637289203, T = 0.1301
Iteration 900: Current Loss = 358715.08376868686, T = 0.1281
Iteration 1000: Current Loss = 358516.1215063987, T = 0.1264
