Time,SN
1.843068967692307751e+03,1.576080629847101555e+01
1.843071745446153727e+03,1.680714421051326113e+01
1.843074523199999931e+03,2.160156419042277776e+01
1.843077300953846134e+03,1.655807150965396701e+01
1.843080078707692337e+03,2.009668298052931235e+01
1.843082856461538540e+03,1.601484072942740511e+01
1.843085634215384516e+03,1.678419407565828436e+01
1.843088411969230719e+03,0.000000000000000000e+00
1.843091189723076923e+03,1.361950969269899581e+01
1.843093967476923126e+03,8.278468015923134971e+00
1.843096745230769102e+03,8.701919398931444505e+00
1.843099522984615305e+03,6.341531905633210897e+00
1.843102300738461508e+03,1.440600213116524131e+01
1.843105078492307712e+03,9.901219264840609213e+00
1.843107856246153915e+03,0.000000000000000000e+00
1.843110633999999891e+03,0.000000000000000000e+00
1.843113411753846094e+03,1.151245993550615410e+01
1.843116189507692297e+03,8.573769187538294645e+00
1.843118967261538501e+03,0.000000000000000000e+00
1.843121745015384477e+03,0.000000000000000000e+00
1.843124522769230680e+03,5.817089145755489632e+00
1.843127300523076883e+03,2.091221074694321391e+00
1.843130078276923086e+03,7.384761413680940301e+00
1.843132856030769290e+03,1.069153774951139724e+01
1.843135633784615266e+03,0.000000000000000000e+00
1.843138411538461469e+03,7.092923797644545836e+00
1.843141189292307672e+03,7.569693681821070719e+00
1.843143967046153875e+03,0.000000000000000000e+00
1.843146744799999851e+03,6.189002323191070687e+00
1.843149522553846055e+03,7.713586592268226738e+00
1.843152300307692258e+03,8.137410536424457774e+00
1.843155078061538461e+03,7.332893862806681540e+00
1.843157855815384664e+03,7.355963376065822068e+00
1.843160633569230640e+03,4.117364893676151993e-01
1.843163411323076843e+03,9.889105092079219617e+00
1.843166189076923047e+03,6.635300696458624969e+00
1.843168966830769250e+03,1.315422982364356308e+01
1.843171744584615226e+03,1.237936151134290341e+01
1.843174522338461429e+03,1.356823559231205323e+01
1.843177300092307632e+03,5.846581954592521058e+00
1.843180077846153836e+03,8.369541718142977871e+00
1.843182855600000039e+03,1.311886019957380789e+01
1.843185633353846015e+03,1.183055539621689611e+01
1.843188411107692218e+03,2.632929692219393658e+00
1.843191188861538421e+03,1.373899478530666407e+01
1.843193966615384625e+03,1.340016843207718544e+01
1.843196744369230828e+03,1.237845652507612471e+01
1.843199522123076804e+03,1.359062290574550325e+01
1.843202299876923007e+03,1.180559513279401429e+01
1.843205077630769210e+03,1.076102465217399029e+01
1.843207855384615414e+03,1.411506297132302024e+01
