Time,SN
1.912998920769230836e+03,1.123074632017525865e+01
1.913001698523076811e+03,2.019281280939045686e+00
1.913004476276923015e+03,1.622014379872042333e+00
1.913007254030769218e+03,4.731533576880339709e+00
1.913010031784615421e+03,9.720013844037065809e+00
1.913012809538461624e+03,4.665577310420466084e+00
1.913015587292307600e+03,8.718729080488206051e+00
1.913018365046153804e+03,5.302415597651216395e+00
1.913021142800000007e+03,9.390060607094582679e+00
1.913023920553846210e+03,4.548449201181037793e+00
1.913026698307692186e+03,0.000000000000000000e+00
1.913029476061538389e+03,8.540324660362381692e+00
1.913032253815384593e+03,0.000000000000000000e+00
1.913035031569230796e+03,5.331750464103246046e+00
1.913037809323076999e+03,0.000000000000000000e+00
1.913040587076922975e+03,3.876871333307349232e+00
1.913043364830769178e+03,0.000000000000000000e+00
1.913046142584615382e+03,3.213691059066619449e+00
1.913048920338461585e+03,0.000000000000000000e+00
1.913051698092307561e+03,1.168447621815653648e+01
1.913054475846153764e+03,4.795059645423938477e+00
1.913057253599999967e+03,1.665386303940757928e+00
1.913060031353846171e+03,1.104100334691414353e+01
1.913062809107692374e+03,0.000000000000000000e+00
1.913065586861538577e+03,0.000000000000000000e+00
1.913068364615384553e+03,7.417447081457283709e+00
1.913071142369230756e+03,3.213158504694089146e+00
1.913073920123076959e+03,3.854605370444398105e+00
1.913076697876923163e+03,0.000000000000000000e+00
1.913079475630769139e+03,9.082199585170281253e+00
1.913082253384615342e+03,2.064412679714498378e+00
1.913085031138461545e+03,4.431164529684298969e+00
1.913087808892307748e+03,0.000000000000000000e+00
1.913090586646153952e+03,0.000000000000000000e+00
1.913093364399999928e+03,6.293282223697509004e+00
1.913096142153846131e+03,1.353780849508874340e+01
1.913098919907692334e+03,0.000000000000000000e+00
1.913101697661538537e+03,3.940448702825584348e+00
1.913104475415384513e+03,1.007645168287175608e+01
1.913107253169230717e+03,8.572767640430663860e+00
1.913110030923076920e+03,7.131022638871851171e+00
1.913112808676923123e+03,1.626254030145566887e+01
1.913115586430769326e+03,5.772853085344491930e+00
1.913118364184615302e+03,6.726783898994460387e+00
1.913121141938461506e+03,0.000000000000000000e+00
1.913123919692307709e+03,4.792286586213018396e+00
1.913126697446153912e+03,0.000000000000000000e+00
1.913129475199999888e+03,1.155230563887935702e+01
1.913132252953846091e+03,5.281641330100751652e+00
1.913135030707692295e+03,0.000000000000000000e+00
1.913137808461538498e+03,5.590060604518424903e+00
1.913140586215384701e+03,9.946543685822177849e+00
1.913143363969230677e+03,8.493416105599502330e+00
1.913146141723076880e+03,0.000000000000000000e+00
1.913148919476923083e+03,1.127955651687727379e+00
1.913151697230769287e+03,3.075608447723929828e+00
1.913154474984615263e+03,7.209728488068769536e+00
1.913157252738461466e+03,0.000000000000000000e+00
1.913160030492307669e+03,8.462255103229305853e-01
1.913162808246153872e+03,1.100682576407522362e+01
1.913165586000000076e+03,0.000000000000000000e+00
1.913168363753846052e+03,5.262496172282313367e+00
1.913171141507692255e+03,7.309139221371379946e+00
1.913173919261538458e+03,1.207028319971372277e+00
1.913176697015384661e+03,1.995248866416458711e+00
1.913179474769230865e+03,0.000000000000000000e+00
1.913182252523076841e+03,0.000000000000000000e+00
1.913185030276923044e+03,3.487443940097039174e+00
1.913187808030769247e+03,0.000000000000000000e+00
1.913190585784615450e+03,8.505662005648524371e+00
1.913193363538461654e+03,0.000000000000000000e+00
1.913196141292307630e+03,5.135475334723956564e+00
1.913198919046153833e+03,0.000000000000000000e+00
1.913201696800000036e+03,3.614902907115130404e+00
1.913204474553846239e+03,0.000000000000000000e+00
1.913207252307692215e+03,7.115041581104698531e-01
1.913210030061538419e+03,0.000000000000000000e+00
1.913212807815384622e+03,1.523926325780792723e+01
1.913215585569230825e+03,0.000000000000000000e+00
1.913218363323077028e+03,0.000000000000000000e+00
1.913221141076923004e+03,0.000000000000000000e+00
1.913223918830769207e+03,1.024411216245844436e+01
1.913226696584615411e+03,8.556046688719053606e+00
1.913229474338461614e+03,1.397729532297794286e+00
1.913232252092307590e+03,0.000000000000000000e+00
1.913235029846153793e+03,0.000000000000000000e+00
1.913237807599999996e+03,0.000000000000000000e+00
1.913240585353846200e+03,0.000000000000000000e+00
1.913243363107692403e+03,1.611985611193699874e+00
1.913246140861538379e+03,0.000000000000000000e+00
1.913248918615384582e+03,0.000000000000000000e+00
1.913251696369230785e+03,6.387305805956936311e+00
1.913254474123076989e+03,8.865163459346156571e+00
1.913257251876922965e+03,1.013656724295784528e+01
1.913260029630769168e+03,0.000000000000000000e+00
1.913262807384615371e+03,0.000000000000000000e+00
1.913265585138461574e+03,2.188925627907186477e+00
1.913268362892307778e+03,0.000000000000000000e+00
1.913271140646153754e+03,8.509508410130965927e+00
1.913273918399999957e+03,3.288818956142042005e+00
1.913276696153846160e+03,2.671046674508916752e+00
1.913279473907692363e+03,0.000000000000000000e+00
1.913282251661538339e+03,0.000000000000000000e+00
1.913285029415384543e+03,1.091144531843050824e+00
1.913287807169230746e+03,0.000000000000000000e+00
1.913290584923076949e+03,1.612200533871857466e+00
1.913293362676923152e+03,7.555222338348883682e+00
1.913296140430769128e+03,0.000000000000000000e+00
1.913298918184615331e+03,0.000000000000000000e+00
1.913301695938461535e+03,1.610871385370891140e+00
1.913304473692307738e+03,6.850660940280789646e+00
1.913307251446153941e+03,0.000000000000000000e+00
1.913310029199999917e+03,1.479645305454445614e+00
1.913312806953846120e+03,1.605487283399984255e+00
1.913315584707692324e+03,0.000000000000000000e+00
1.913318362461538527e+03,6.223481152103022218e+00
1.913321140215384730e+03,2.814221125168977711e+00
1.913323917969230706e+03,5.840973221282405703e+00
1.913326695723076909e+03,0.000000000000000000e+00
1.913329473476923113e+03,0.000000000000000000e+00
1.913332251230769316e+03,6.570606881776356323e-01
1.913335028984615292e+03,5.131315879428677285e+00
1.913337806738461495e+03,4.712962711809921323e+00
1.913340584492307698e+03,1.149869248645748065e+01
1.913343362246153902e+03,8.411127598776675374e-01
1.913346140000000105e+03,1.292598338283225790e+00
1.913348917753846081e+03,0.000000000000000000e+00
1.913351695507692284e+03,6.287713670087193840e+00
1.913354473261538487e+03,0.000000000000000000e+00
1.913357251015384691e+03,6.034873738567733348e+00
1.913360028769230667e+03,0.000000000000000000e+00
1.913362806523076870e+03,0.000000000000000000e+00
1.913365584276923073e+03,6.479886447526403970e+00
1.913368362030769276e+03,0.000000000000000000e+00
1.913371139784615480e+03,0.000000000000000000e+00
1.913373917538461455e+03,0.000000000000000000e+00
1.913376695292307659e+03,3.351324946427456819e+00
1.913379473046153862e+03,1.036792427145289075e+01
1.913382250800000065e+03,0.000000000000000000e+00
1.913385028553846041e+03,0.000000000000000000e+00
1.913387806307692244e+03,0.000000000000000000e+00
1.913390584061538448e+03,0.000000000000000000e+00
1.913393361815384651e+03,0.000000000000000000e+00
1.913396139569230854e+03,0.000000000000000000e+00
1.913398917323076830e+03,0.000000000000000000e+00
1.913401695076923033e+03,1.402729202608149262e+00
1.913404472830769237e+03,0.000000000000000000e+00
1.913407250584615440e+03,8.821975982911542502e+00
1.913410028338461416e+03,7.194789500777424074e+00
1.913412806092307619e+03,3.361860745578468812e+00
1.913415583846153822e+03,6.568661006027199711e+00
1.913418361600000026e+03,0.000000000000000000e+00
1.913421139353846229e+03,4.078940799269576090e+00
1.913423917107692205e+03,0.000000000000000000e+00
1.913426694861538408e+03,0.000000000000000000e+00
1.913429472615384611e+03,0.000000000000000000e+00
1.913432250369230815e+03,2.022715521520807580e-01
1.913435028123077018e+03,0.000000000000000000e+00
1.913437805876922994e+03,2.448046558796888927e+00
1.913440583630769197e+03,0.000000000000000000e+00
1.913443361384615400e+03,3.911610151408120739e+00
1.913446139138461604e+03,4.003850735313044140e+00
1.913448916892307807e+03,1.471061060120018382e+01
1.913451694646153783e+03,4.251454573034138207e+00
1.913454472399999986e+03,0.000000000000000000e+00
1.913457250153846189e+03,7.391587210493691384e-02
1.913460027907692393e+03,0.000000000000000000e+00
1.913462805661538368e+03,0.000000000000000000e+00
1.913465583415384572e+03,7.976547010848690000e+00
1.913468361169230775e+03,1.729305434529521346e+00
1.913471138923076978e+03,1.629013011687959533e+00
1.913473916676923182e+03,0.000000000000000000e+00
1.913476694430769157e+03,4.692934108397226467e+00
1.913479472184615361e+03,3.776674747497678064e-01
1.913482249938461564e+03,6.178870490104964475e+00
1.913485027692307767e+03,2.046807674736843552e+00
1.913487805446153743e+03,0.000000000000000000e+00
1.913490583199999946e+03,3.831987492743165191e-01
1.913493360953846150e+03,0.000000000000000000e+00
1.913496138707692353e+03,0.000000000000000000e+00
1.913498916461538556e+03,2.911685369387627453e+00
1.913501694215384532e+03,4.987764400947078514e+00
1.913504471969230735e+03,2.381628349589809179e+00
1.913507249723076939e+03,0.000000000000000000e+00
1.913510027476923142e+03,6.087473059694632482e+00
1.913512805230769118e+03,7.717197212293376296e+00
1.913515582984615321e+03,2.461461309021148125e+00
1.913518360738461524e+03,7.857702840252496657e+00
1.913521138492307728e+03,1.344876757665877109e+00
1.913523916246153931e+03,1.060785869628574396e+01
1.913526693999999907e+03,6.227779735603713007e+00
1.913529471753846110e+03,7.296701575282969365e+00
1.913532249507692313e+03,7.174230011968064424e+00
1.913535027261538517e+03,0.000000000000000000e+00
1.913537805015384492e+03,1.774110460458734551e+00
1.913540582769230696e+03,2.899791049009276200e+00
1.913543360523076899e+03,2.369288243741050515e+00
1.913546138276923102e+03,0.000000000000000000e+00
1.913548916030769306e+03,8.860773966795607137e+00
1.913551693784615281e+03,5.063507541903486064e+00
1.913554471538461485e+03,8.742466740568787031e+00
1.913557249292307688e+03,5.883868883583780018e+00
1.913560027046153891e+03,7.724025250985941948e-01
1.913562804800000094e+03,3.726072784199937260e+00
1.913565582553846070e+03,4.808451984462015716e+00
1.913568360307692274e+03,8.765162199327402703e+00
1.913571138061538477e+03,0.000000000000000000e+00
1.913573915815384680e+03,1.604189576665249817e+01
1.913576693569230883e+03,0.000000000000000000e+00
1.913579471323076859e+03,4.992485815632342394e+00
1.913582249076923063e+03,0.000000000000000000e+00
1.913585026830769266e+03,0.000000000000000000e+00
1.913587804584615469e+03,0.000000000000000000e+00
1.913590582338461445e+03,6.480403119976338999e+00
1.913593360092307648e+03,0.000000000000000000e+00
1.913596137846153852e+03,0.000000000000000000e+00
1.913598915600000055e+03,0.000000000000000000e+00
1.913601693353846258e+03,4.398175574573460977e+00
1.913604471107692234e+03,2.210312869284815740e+00
1.913607248861538437e+03,0.000000000000000000e+00
1.913610026615384641e+03,3.327347830457768829e+00
1.913612804369230844e+03,6.450140525746339115e+00
1.913615582123076820e+03,7.609096402251285696e+00
1.913618359876923023e+03,5.775648277465191827e-01
1.913621137630769226e+03,4.827346168414861971e+00
1.913623915384615430e+03,3.806139576825572357e-01
1.913626693138461633e+03,3.596306915841771090e+00
1.913629470892307609e+03,0.000000000000000000e+00
1.913632248646153812e+03,0.000000000000000000e+00
1.913635026400000015e+03,0.000000000000000000e+00
1.913637804153846218e+03,0.000000000000000000e+00
1.913640581907692194e+03,0.000000000000000000e+00
1.913643359661538398e+03,0.000000000000000000e+00
1.913646137415384601e+03,0.000000000000000000e+00
1.913648915169230804e+03,0.000000000000000000e+00
1.913651692923077007e+03,3.179091884250117683e+00
1.913654470676922983e+03,3.849805775456565105e+00
1.913657248430769187e+03,4.699215020774595075e+00
1.913660026184615390e+03,2.660238368168462930e+00
1.913662803938461593e+03,0.000000000000000000e+00
1.913665581692307569e+03,0.000000000000000000e+00
1.913668359446153772e+03,0.000000000000000000e+00
1.913671137199999976e+03,4.669298113622176727e-01
1.913673914953846179e+03,0.000000000000000000e+00
1.913676692707692382e+03,8.209860043154530995e-01
1.913679470461538585e+03,3.592896568294470239e+00
1.913682248215384561e+03,0.000000000000000000e+00
1.913685025969230765e+03,0.000000000000000000e+00
1.913687803723076968e+03,9.029061710908138139e+00
1.913690581476923171e+03,2.290114668312225099e+00
1.913693359230769147e+03,4.022944517291023203e+00
1.913696136984615350e+03,0.000000000000000000e+00
1.913698914738461553e+03,1.230697796465178850e-01
1.913701692492307757e+03,0.000000000000000000e+00
1.913704470246153960e+03,0.000000000000000000e+00
1.913707247999999936e+03,2.013453320319034123e+00
1.913710025753846139e+03,2.541230623466810723e+00
1.913712803507692342e+03,4.147154635114021382e+00
1.913715581261538546e+03,9.887700667083798578e-02
1.913718359015384522e+03,8.282729492285367812e+00
1.913721136769230725e+03,6.880097763530119259e+00
1.913723914523076928e+03,2.084317808982183884e+00
1.913726692276923131e+03,3.875330465532420554e-01
1.913729470030769335e+03,5.073068332122566915e+00
1.913732247784615311e+03,4.685350995762709303e+00
1.913735025538461514e+03,3.071484041936203724e+00
1.913737803292307717e+03,4.258113578099553820e+00
1.913740581046153920e+03,0.000000000000000000e+00
1.913743358799999896e+03,7.154199595972436043e+00
1.913746136553846100e+03,9.364938100894896422e+00
1.913748914307692303e+03,1.126178702290949118e+01
1.913751692061538506e+03,4.606379636378740372e+00
1.913754469815384709e+03,1.182137307754070221e+01
1.913757247569230685e+03,3.831709597310788418e+00
1.913760025323076889e+03,1.271833933783385717e+00
1.913762803076923092e+03,1.010299610041188245e+01
1.913765580830769295e+03,2.627409693748275821e+00
1.913768358584615271e+03,3.000970717518658404e+00
1.913771136338461474e+03,1.127223875354230742e+01
1.913773914092307677e+03,0.000000000000000000e+00
1.913776691846153881e+03,5.888125368656530689e+00
1.913779469600000084e+03,5.320878084561316612e+00
1.913782247353846060e+03,8.624492211294905175e+00
1.913785025107692263e+03,9.067110153607817580e+00
1.913787802861538466e+03,9.497713976554759796e+00
1.913790580615384670e+03,5.186916034959024202e+00
1.913793358369230646e+03,5.839223155357447403e+00
1.913796136123076849e+03,2.825146736888507260e+00
1.913798913876923052e+03,4.920454198046876115e+00
1.913801691630769255e+03,4.127271378474321573e+00
1.913804469384615459e+03,0.000000000000000000e+00
1.913807247138461662e+03,4.362234500826978945e+00
1.913810024892307638e+03,2.460554352991557447e+00
1.913812802646153841e+03,0.000000000000000000e+00
1.913815580400000044e+03,6.749859358899509942e+00
1.913818358153846248e+03,4.982404857593106584e+00
1.913821135907692224e+03,0.000000000000000000e+00
1.913823913661538427e+03,6.711627965779472405e+00
1.913826691415384630e+03,4.741212760746984500e+00
1.913829469169230833e+03,6.709733650400889537e+00
1.913832246923077037e+03,0.000000000000000000e+00
1.913835024676923013e+03,5.397624434030508844e+00
1.913837802430769216e+03,7.818405895832929442e-01
1.913840580184615419e+03,0.000000000000000000e+00
1.913843357938461622e+03,0.000000000000000000e+00
1.913846135692307598e+03,5.054448964217842288e+00
1.913848913446153801e+03,0.000000000000000000e+00
1.913851691200000005e+03,2.755506850134868735e+00
1.913854468953846208e+03,1.688974135562788748e+00
1.913857246707692411e+03,4.315117343264324390e+00
1.913860024461538387e+03,2.991435117818884049e+00
1.913862802215384590e+03,0.000000000000000000e+00
1.913865579969230794e+03,5.773222773522853402e+00
1.913868357723076997e+03,0.000000000000000000e+00
1.913871135476922973e+03,1.341374863572242226e-01
1.913873913230769176e+03,1.199393957567159053e+00
1.913876690984615379e+03,0.000000000000000000e+00
1.913879468738461583e+03,1.537456624811374795e+01
1.913882246492307786e+03,0.000000000000000000e+00
1.913885024246153762e+03,3.218345416411807047e+00
1.913887801999999965e+03,1.029814000785092354e+01
1.913890579753846168e+03,1.242512090593863361e+00
1.913893357507692372e+03,0.000000000000000000e+00
1.913896135261538348e+03,2.564905711834258639e+00
1.913898913015384551e+03,4.038677983337883859e+00
1.913901690769230754e+03,7.662546425790933924e+00
1.913904468523076957e+03,4.218015993804653974e+00
1.913907246276923161e+03,5.858658830763229020e+00
1.913910024030769137e+03,0.000000000000000000e+00
1.913912801784615340e+03,4.900101261015922915e+00
1.913915579538461543e+03,1.625137098810899072e+00
1.913918357292307746e+03,0.000000000000000000e+00
1.913921135046153722e+03,9.515182172481079448e+00
1.913923912799999925e+03,9.731660818242520605e+00
1.913926690553846129e+03,3.040443847528961463e+00
1.913929468307692332e+03,4.336368779390612715e+00
1.913932246061538535e+03,5.047433825126850238e+00
1.913935023815384739e+03,1.492613423921381077e+00
1.913937801569230714e+03,6.548710231869522502e+00
1.913940579323076918e+03,0.000000000000000000e+00
1.913943357076923121e+03,0.000000000000000000e+00
1.913946134830769324e+03,2.184460191022131070e+00
1.913948912584615300e+03,6.034098298696296325e+00
1.913951690338461503e+03,4.495029063684890858e+00
1.913954468092307707e+03,2.055038368856273223e+01
1.913957245846153910e+03,6.274681835798149088e+00
1.913960023600000113e+03,4.695275007769403430e+00
1.913962801353846089e+03,6.653443919968509590e+00
1.913965579107692292e+03,1.232507804302954213e+01
1.913968356861538496e+03,5.794403944205370749e-01
1.913971134615384699e+03,3.715941218325724105e+00
1.913973912369230675e+03,1.338698707404634369e+00
1.913976690123076878e+03,1.053331719648605436e+01
1.913979467876923081e+03,9.356249425234533845e+00
1.913982245630769285e+03,7.993427471623531844e+00
1.913985023384615488e+03,3.003829051620794388e-01
1.913987801138461464e+03,0.000000000000000000e+00
1.913990578892307667e+03,9.376541535959788121e+00
1.913993356646153870e+03,4.951294752143976297e+00
1.913996134400000074e+03,1.075096463310104333e+01
1.913998912153846049e+03,6.453750770982219720e+00
1.914001689907692253e+03,3.871665813039799620e+00
1.914004467661538456e+03,9.799419500701228358e+00
1.914007245415384659e+03,1.161906602085746165e+01
1.914010023169230863e+03,1.223837925289749862e+01
1.914012800923076838e+03,3.183002790723838960e+00
1.914015578676923042e+03,2.627291156802070482e+00
1.914018356430769245e+03,5.772228778044020459e+00
1.914021134184615448e+03,7.550822736213869568e+00
1.914023911938461424e+03,0.000000000000000000e+00
1.914026689692307627e+03,0.000000000000000000e+00
1.914029467446153831e+03,6.172753491254206359e+00
1.914032245200000034e+03,3.349538567794626331e+00
1.914035022953846237e+03,1.288130482692817225e+01
1.914037800707692213e+03,2.907465428196439383e+00
1.914040578461538416e+03,4.719292745304864312e+00
1.914043356215384620e+03,3.741129755041825433e-01
1.914046133969230823e+03,4.770004251628655823e+00
1.914048911723076799e+03,1.748378482879528129e+00
1.914051689476923002e+03,1.028372914247600178e+01
1.914054467230769205e+03,5.534426065508179171e+00
1.914057244984615409e+03,0.000000000000000000e+00
1.914060022738461612e+03,6.550029899180089821e+00
1.914062800492307815e+03,8.523078105189400233e+00
1.914065578246153791e+03,0.000000000000000000e+00
1.914068355999999994e+03,0.000000000000000000e+00
1.914071133753846198e+03,5.725152111071036387e+00
1.914073911507692401e+03,7.482931575815144676e+00
1.914076689261538377e+03,6.489184751080504299e+00
1.914079467015384580e+03,1.334591310136882747e+01
1.914082244769230783e+03,3.357561859112407454e+00
1.914085022523076987e+03,2.590599125292728289e+00
1.914087800276923190e+03,7.361796955644426710e+00
1.914090578030769166e+03,0.000000000000000000e+00
1.914093355784615369e+03,0.000000000000000000e+00
1.914096133538461572e+03,0.000000000000000000e+00
1.914098911292307776e+03,4.842319595926724674e+00
1.914101689046153751e+03,0.000000000000000000e+00
1.914104466799999955e+03,1.080468180143160950e+01
1.914107244553846158e+03,4.652910233454793598e+00
1.914110022307692361e+03,1.487258740297134008e+00
1.914112800061538564e+03,2.631696522512528169e+00
1.914115577815384540e+03,0.000000000000000000e+00
1.914118355569230744e+03,3.718618446562093283e+00
1.914121133323076947e+03,0.000000000000000000e+00
1.914123911076923150e+03,4.354764102294647721e+00
1.914126688830769126e+03,0.000000000000000000e+00
1.914129466584615329e+03,0.000000000000000000e+00
1.914132244338461533e+03,8.914766942509587011e+00
1.914135022092307736e+03,0.000000000000000000e+00
1.914137799846153939e+03,8.045049965998369856e-01
1.914140577599999915e+03,1.707121872454865130e+00
1.914143355353846118e+03,4.746331790248335736e+00
1.914146133107692322e+03,0.000000000000000000e+00
1.914148910861538525e+03,2.155449987393047273e+00
1.914151688615384501e+03,9.103847327196122663e+00
1.914154466369230704e+03,0.000000000000000000e+00
