Time,SN
1.878151998769230659e+03,1.148900058355294007e+01
1.878154776523076862e+03,1.433469001608755455e+01
1.878157554276923065e+03,1.016957877329725157e+01
1.878160332030769268e+03,1.397729066921072061e+01
1.878163109784615244e+03,1.680899107321737063e+01
1.878165887538461448e+03,8.146790878995886942e+00
1.878168665292307651e+03,1.050417110729857662e+01
1.878171443046153854e+03,1.287585694895754251e+01
1.878174220800000057e+03,2.068442493071476207e+01
1.878176998553846261e+03,4.485061462687342626e+00
1.878179776307692237e+03,2.461585423675154871e+00
1.878182554061538440e+03,1.458908361031321732e+01
1.878185331815384643e+03,1.006235677741256396e+01
1.878188109569230846e+03,9.919953143826592878e+00
1.878190887323076822e+03,8.326020546066850159e+00
1.878193665076923025e+03,9.258996916561557100e+00
1.878196442830769229e+03,1.181034935961132604e+01
1.878199220584615432e+03,2.368585835749996704e+01
1.878201998338461635e+03,3.627689647138783613e+00
1.878204776092307611e+03,6.262466469027135219e+00
1.878207553846153814e+03,1.269918145517992336e+01
1.878210331600000018e+03,1.656674247980179260e+01
1.878213109353846221e+03,1.850128704790926193e+01
1.878215887107692197e+03,7.544203940161494870e+00
1.878218664861538400e+03,5.223568023986722153e+00
1.878221442615384603e+03,6.908085391582976520e+00
1.878224220369230807e+03,1.430710285599945308e+01
1.878226998123077010e+03,2.666761390952713029e+00
1.878229775876922986e+03,4.128939463723500403e+00
1.878232553630769189e+03,1.190863516791570298e+01
1.878235331384615392e+03,1.535436615006683070e+01
1.878238109138461596e+03,5.001884819563451323e+00
1.878240886892307572e+03,8.661925870276110828e+00
1.878243664646153775e+03,5.703404642349468645e+00
1.878246442399999978e+03,4.859693667943465023e+00
1.878249220153846181e+03,1.375777278510978441e+01
1.878251997907692385e+03,3.134158541358820216e+00
1.878254775661538361e+03,1.432017524448223611e-01
1.878257553415384564e+03,9.566193584690029894e+00
1.878260331169230767e+03,8.609914512548016319e+00
1.878263108923076970e+03,7.419378447725748060e+00
1.878265886676922946e+03,0.000000000000000000e+00
1.878268664430769149e+03,9.118934530185736520e+00
1.878271442184615353e+03,2.205339814378861618e+00
1.878274219938461556e+03,2.634690309624152516e+00
1.878276997692307759e+03,7.438205720865543880e-01
1.878279775446153735e+03,0.000000000000000000e+00
1.878282553199999938e+03,0.000000000000000000e+00
1.878285330953846142e+03,6.061756614788260222e+00
1.878288108707692345e+03,0.000000000000000000e+00
1.878290886461538321e+03,1.347194013311938110e-01
1.878293664215384524e+03,4.139039254102046428e+00
1.878296441969230727e+03,6.948920683421178524e+00
1.878299219723076931e+03,9.646709669266788634e-01
1.878301997476923134e+03,1.417121706308519080e+00
1.878304775230769337e+03,1.158199397348849691e-01
1.878307552984615313e+03,1.102346016524641037e+01
1.878310330738461516e+03,0.000000000000000000e+00
1.878313108492307720e+03,3.230436317732563012e+00
1.878315886246153923e+03,3.636958714745613719e+00
1.878318663999999899e+03,1.088167099170249408e+01
1.878321441753846102e+03,6.296928139730950669e-01
1.878324219507692305e+03,1.262988842304036075e+00
1.878326997261538509e+03,1.016591818141239223e-01
1.878329775015384712e+03,0.000000000000000000e+00
1.878332552769230688e+03,1.278333142038453829e+00
1.878335330523076891e+03,1.791108480936706826e+00
1.878338108276923094e+03,1.416935362245149932e+00
1.878340886030769298e+03,4.896273230954610867e-01
1.878343663784615273e+03,2.181761853826186037e+00
1.878346441538461477e+03,5.635768411094060681e+00
1.878349219292307680e+03,7.129589933101820876e+00
1.878351997046153883e+03,8.150931392874049664e+00
1.878354774800000087e+03,6.704510895157955730e+00
1.878357552553846062e+03,0.000000000000000000e+00
1.878360330307692266e+03,7.807964711711852246e-01
1.878363108061538469e+03,2.276137320719078616e+01
1.878365885815384672e+03,3.881194898553875561e+00
1.878368663569230648e+03,3.623218851857984646e+00
1.878371441323076851e+03,1.128185317489035810e+01
1.878374219076923055e+03,1.029291692902740429e+01
1.878376996830769258e+03,1.037177030075160467e+01
1.878379774584615461e+03,1.386112568520231569e+01
1.878382552338461437e+03,1.821745854811884868e+01
1.878385330092307640e+03,1.592662907888173862e+01
1.878388107846153844e+03,1.378731969082461006e+01
1.878390885600000047e+03,1.350887624577522672e+01
1.878393663353846023e+03,1.641898410668953545e+01
1.878396441107692226e+03,1.129192904194522384e+01
1.878399218861538429e+03,1.457387019654182225e+01
1.878401996615384633e+03,1.183869418369396875e+01
1.878404774369230836e+03,9.824334675930057159e+00
1.878407552123076812e+03,1.317899215444754724e+01
1.878410329876923015e+03,8.897215101977462126e+00
1.878413107630769218e+03,1.116520177356215981e+01
1.878415885384615422e+03,1.309307789198094163e+01
1.878418663138461397e+03,2.075259736887214146e+01
1.878421440892307601e+03,1.665538687149086172e+01
1.878424218646153804e+03,1.039311537545808761e+01
1.878426996400000007e+03,1.087270213972023036e+01
1.878429774153846211e+03,1.785081116958878056e+01
1.878432551907692414e+03,1.549872127539118871e+01
1.878435329661538390e+03,1.170826618540598218e+01
1.878438107415384593e+03,1.145174825606220814e+01
1.878440885169230796e+03,1.026413210106684382e+01
1.878443662923077000e+03,1.222745490896257614e+01
1.878446440676922975e+03,9.035752780536572715e+00
1.878449218430769179e+03,5.869546406006740824e+00
1.878451996184615382e+03,1.073621916206781357e+01
1.878454773938461585e+03,1.167377521948936447e+01
1.878457551692307788e+03,1.045074036603754664e+01
1.878460329446153764e+03,7.560490723873702024e+00
1.878463107199999968e+03,2.664372183145417239e+00
1.878465884953846171e+03,2.905741192775063375e+00
1.878468662707692374e+03,1.328153741148093481e+00
1.878471440461538350e+03,1.399320830227471113e+00
1.878474218215384553e+03,2.245945305932898428e+00
1.878476995969230757e+03,6.463364913663198763e+00
1.878479773723076960e+03,9.827932892802465403e+00
1.878482551476923163e+03,1.380209052610133824e+01
1.878485329230769139e+03,7.793594085466462040e+00
1.878488106984615342e+03,7.492976444162430916e+00
1.878490884738461546e+03,8.525590475291981107e+00
1.878493662492307749e+03,1.160777870424364089e+00
1.878496440246153725e+03,0.000000000000000000e+00
1.878499217999999928e+03,5.006952984975248988e+00
1.878501995753846131e+03,1.071614112605229963e+01
1.878504773507692335e+03,1.572323250098317970e+00
1.878507551261538538e+03,1.287680507655348805e-01
1.878510329015384514e+03,5.861146590618295349e+00
1.878513106769230717e+03,4.361924144426319927e+00
1.878515884523076920e+03,8.114338359645092424e+00
1.878518662276923123e+03,6.208426782489800289e+00
1.878521440030769099e+03,0.000000000000000000e+00
1.878524217784615303e+03,2.663685831976586371e+00
1.878526995538461506e+03,6.809634615248421952e+00
1.878529773292307709e+03,1.607130340991827389e+00
1.878532551046153912e+03,1.079099143614586076e+01
1.878535328799999888e+03,1.236258778104333445e+01
1.878538106553846092e+03,2.718140278495346784e+00
1.878540884307692295e+03,0.000000000000000000e+00
1.878543662061538498e+03,1.142101373646037921e+00
1.878546439815384474e+03,0.000000000000000000e+00
1.878549217569230677e+03,0.000000000000000000e+00
1.878551995323076881e+03,0.000000000000000000e+00
1.878554773076923084e+03,2.682434201207080982e+00
1.878557550830769287e+03,0.000000000000000000e+00
1.878560328584615490e+03,0.000000000000000000e+00
1.878563106338461466e+03,0.000000000000000000e+00
1.878565884092307670e+03,4.522160032237712457e+00
1.878568661846153873e+03,2.144617626391940313e+00
1.878571439600000076e+03,0.000000000000000000e+00
1.878574217353846052e+03,1.409492714159353399e+00
1.878576995107692255e+03,0.000000000000000000e+00
1.878579772861538459e+03,2.746680923461592982e+00
1.878582550615384662e+03,1.848117085535670334e+00
1.878585328369230865e+03,0.000000000000000000e+00
1.878588106123076841e+03,0.000000000000000000e+00
1.878590883876923044e+03,0.000000000000000000e+00
1.878593661630769247e+03,0.000000000000000000e+00
1.878596439384615451e+03,0.000000000000000000e+00
1.878599217138461427e+03,7.789033082664960084e-01
1.878601994892307630e+03,0.000000000000000000e+00
1.878604772646153833e+03,4.667927438763211256e+00
1.878607550400000036e+03,0.000000000000000000e+00
1.878610328153846240e+03,1.013453930498911326e+01
1.878613105907692216e+03,6.244112266454106219e+00
1.878615883661538419e+03,1.993712683110497208e+00
1.878618661415384622e+03,0.000000000000000000e+00
1.878621439169230825e+03,0.000000000000000000e+00
1.878624216923076801e+03,1.275950996288914563e-01
1.878626994676923005e+03,0.000000000000000000e+00
1.878629772430769208e+03,0.000000000000000000e+00
1.878632550184615411e+03,0.000000000000000000e+00
1.878635327938461614e+03,1.870829033831269195e+00
1.878638105692307590e+03,1.327278685574899697e-01
1.878640883446153794e+03,6.925401383571012204e+00
1.878643661199999997e+03,0.000000000000000000e+00
1.878646438953846200e+03,4.700670537170830166e+00
1.878649216707692176e+03,0.000000000000000000e+00
1.878651994461538379e+03,0.000000000000000000e+00
1.878654772215384583e+03,8.777338415025415230e+00
1.878657549969230786e+03,0.000000000000000000e+00
1.878660327723076989e+03,5.304548562246929500e+00
1.878663105476922965e+03,5.729632639108615422e+00
1.878665883230769168e+03,8.240829418253845517e+00
1.878668660984615371e+03,1.298008229531900426e+01
1.878671438738461575e+03,8.765723138787773649e+00
1.878674216492307551e+03,7.139669995839393657e+00
1.878676994246153754e+03,1.736984408358830478e+01
1.878679771999999957e+03,4.676654223252024956e+00
1.878682549753846160e+03,1.431065667213535164e+01
1.878685327507692364e+03,2.444676068117609624e+00
1.878688105261538567e+03,1.429985560376114684e+01
1.878690883015384543e+03,1.729606476415858296e+00
1.878693660769230746e+03,8.093821514848832166e+00
1.878696438523076949e+03,5.504779930070435867e+00
1.878699216276923153e+03,1.476817552350434326e+01
1.878701994030769129e+03,1.396592062061290918e+01
1.878704771784615332e+03,1.137778788738681612e+01
1.878707549538461535e+03,8.796379323628997327e+00
1.878710327292307738e+03,9.922846286730372611e+00
1.878713105046153942e+03,9.720024771033831001e+00
1.878715882799999918e+03,1.148933837528952751e+01
1.878718660553846121e+03,2.157343814244126357e+00
1.878721438307692324e+03,3.878532893098864953e+00
1.878724216061538527e+03,8.395641136752734823e+00
1.878726993815384503e+03,6.672552799750739894e+00
1.878729771569230707e+03,0.000000000000000000e+00
1.878732549323076910e+03,3.645085478769298337e+00
1.878735327076923113e+03,2.490728134485953760e+00
1.878738104830769316e+03,3.005296416131779225e+00
1.878740882584615292e+03,7.823248536173167622e+00
1.878743660338461495e+03,4.357198827180418732e+00
1.878746438092307699e+03,2.217176527873306213e+01
1.878749215846153902e+03,5.250712159132784329e+00
1.878751993599999878e+03,1.196521302245797003e+01
1.878754771353846081e+03,0.000000000000000000e+00
1.878757549107692284e+03,6.889067417707501306e+00
1.878760326861538488e+03,0.000000000000000000e+00
1.878763104615384691e+03,2.789228388118648372e+00
1.878765882369230667e+03,2.530806089252144453e+00
1.878768660123076870e+03,9.273707681899646005e+00
1.878771437876923073e+03,3.994353255885453535e+00
1.878774215630769277e+03,0.000000000000000000e+00
1.878776993384615253e+03,0.000000000000000000e+00
1.878779771138461456e+03,0.000000000000000000e+00
1.878782548892307659e+03,1.721419157107518139e+00
1.878785326646153862e+03,0.000000000000000000e+00
1.878788104400000066e+03,5.542901476365020841e+00
1.878790882153846042e+03,1.883901347430327000e+00
1.878793659907692245e+03,7.639802417442703941e+00
1.878796437661538448e+03,0.000000000000000000e+00
1.878799215415384651e+03,5.751419333323731564e+00
1.878801993169230627e+03,4.716940094615940104e+00
1.878804770923076831e+03,2.263427412881784395e+00
1.878807548676923034e+03,0.000000000000000000e+00
1.878810326430769237e+03,1.098407642052179334e+00
1.878813104184615440e+03,0.000000000000000000e+00
1.878815881938461644e+03,4.118821604532628022e+00
1.878818659692307619e+03,6.142981611078338844e+00
1.878821437446153823e+03,5.857270717994548903e+00
1.878824215200000026e+03,5.753502279438846401e+00
1.878826992953846229e+03,0.000000000000000000e+00
1.878829770707692205e+03,1.841824697976593583e+01
1.878832548461538408e+03,3.449723146878874935e+00
1.878835326215384612e+03,4.800187629947094692e+00
1.878838103969230815e+03,3.967182982496931132e+00
1.878840881723077018e+03,5.987510473191680838e+00
1.878843659476922994e+03,4.044911689601513594e+00
1.878846437230769197e+03,1.325595153952172645e+01
1.878849214984615401e+03,7.810305265363759020e+00
1.878851992738461604e+03,8.273583794369777422e+00
1.878854770492307580e+03,0.000000000000000000e+00
1.878857548246153783e+03,2.267335223305796621e+00
1.878860325999999986e+03,4.351368492189418902e+00
1.878863103753846190e+03,0.000000000000000000e+00
1.878865881507692393e+03,9.514837384836948075e+00
1.878868659261538369e+03,1.127487706050187199e+01
1.878871437015384572e+03,7.133403145500030185e+00
1.878874214769230775e+03,6.802027413560252533e+00
1.878876992523076979e+03,2.296458866631763129e-01
1.878879770276922955e+03,1.402648243283331553e+01
1.878882548030769158e+03,7.217583127233579532e+00
1.878885325784615361e+03,2.284924548245439446e+00
1.878888103538461564e+03,3.131138274408253874e+00
1.878890881292307768e+03,9.713425064991096036e+00
1.878893659046153743e+03,0.000000000000000000e+00
1.878896436799999947e+03,7.194041486912476913e-01
1.878899214553846150e+03,4.972724284652789706e+00
1.878901992307692353e+03,1.209295249991497734e+00
1.878904770061538329e+03,1.363611496948355750e+01
1.878907547815384532e+03,2.195578237271113675e+00
1.878910325569230736e+03,6.324280977713670815e+00
1.878913103323076939e+03,1.121953835537016442e+00
1.878915881076923142e+03,0.000000000000000000e+00
1.878918658830769118e+03,2.702281698068571991e+00
1.878921436584615321e+03,0.000000000000000000e+00
1.878924214338461525e+03,7.298734666921906644e+00
1.878926992092307728e+03,0.000000000000000000e+00
1.878929769846153704e+03,3.551792358771949765e+00
1.878932547599999907e+03,9.880160428606085787e+00
1.878935325353846110e+03,0.000000000000000000e+00
1.878938103107692314e+03,0.000000000000000000e+00
1.878940880861538517e+03,4.653698699662681904e+00
1.878943658615384720e+03,4.991812148714252828e+00
1.878946436369230696e+03,1.853071606543539307e+00
1.878949214123076899e+03,6.750171701596558549e+00
1.878951991876923103e+03,2.183061335155112026e+00
1.878954769630769306e+03,4.196888830511471546e-01
1.878957547384615282e+03,9.251041711181035021e-01
1.878960325138461485e+03,7.180879762665222543e+00
1.878963102892307688e+03,1.299017309750136295e+00
1.878965880646153892e+03,0.000000000000000000e+00
1.878968658400000095e+03,6.631059315000331189e+00
1.878971436153846071e+03,1.532989799702330380e+01
1.878974213907692274e+03,0.000000000000000000e+00
1.878976991661538477e+03,0.000000000000000000e+00
1.878979769415384681e+03,0.000000000000000000e+00
1.878982547169230656e+03,0.000000000000000000e+00
1.878985324923076860e+03,4.202144029310439954e+00
1.878988102676923063e+03,7.887754097824167587e+00
1.878990880430769266e+03,3.394755357202519974e+00
1.878993658184615470e+03,7.756058314814833210e-01
1.878996435938461445e+03,5.878321949908073663e+00
1.878999213692307649e+03,2.025528453693603570e-02
1.879001991446153852e+03,0.000000000000000000e+00
1.879004769200000055e+03,1.463709588027021447e+00
1.879007546953846031e+03,7.595666423784765087e+00
1.879010324707692234e+03,0.000000000000000000e+00
1.879013102461538438e+03,0.000000000000000000e+00
1.879015880215384641e+03,0.000000000000000000e+00
1.879018657969230844e+03,2.995345033652855982e+00
1.879021435723076820e+03,1.803926702670115123e+00
